"product","date","revenue","units"
1800,2012-01-30,6819,1120
1802,2012-01-30,17284,13
2022,2012-01-30,0,1
2031,2012-01-30,0,1
2060,2012-01-30,0,1
2080,2012-01-30,0,1
2083,2012-01-30,5008,702
2155,2012-01-30,0,1
2186,2012-01-30,0,1
2250,2012-01-30,0,1
2261,2012-01-30,0,1
2286,2012-01-30,7150,1736
2332,2012-01-30,10502,1100
2342,2012-01-30,13253,785
2371,2012-01-30,0,1
2394,2012-01-30,25190,1821
2673,2012-01-30,0,1
2692,2012-01-30,11903,1398
2810,2012-01-30,4932,97
2825,2012-01-30,0,1
2897,2012-01-30,0,1
3004,2012-01-30,27968,1821
3005,2012-01-30,28212,409
3006,2012-01-30,25886,81
3031,2012-01-30,71817,1171
3130,2012-01-30,61937,1178
3207,2012-01-30,38973,52
3278,2012-01-30,20647,865
3384,2012-01-30,0,1
3428,2012-01-30,7686,471
3431,2012-01-30,5302,3
3432,2012-01-30,5385,3
3437,2012-01-30,2760,648
3451,2012-01-30,0,1
3518,2012-01-30,0,1
3547,2012-01-30,0,1
3707,2012-01-30,0,1
3738,2012-01-30,11778,1316
3768,2012-01-30,3191,212
3822,2012-01-30,104685,155
3841,2012-01-30,44936,815
3982,2012-01-30,2419,1793
4058,2012-01-30,12623,824
4145,2012-01-30,0,1
4216,2012-01-30,0,1
4329,2012-01-30,0,1
4376,2012-01-30,3206,230
4402,2012-01-30,3088,220
4404,2012-01-30,2243,1442
4413,2012-01-30,4343,385
4445,2012-01-30,970,648
4620,2012-01-30,0,1
4636,2012-01-30,0,1
4652,2012-01-30,3663,317
5034,2012-01-30,19006,440
5097,2012-01-30,10747,479
5106,2012-01-30,0,1
5204,2012-01-30,42322,1178
5239,2012-01-30,0,1
5257,2012-01-30,9196,250
5277,2012-01-30,11820,990
5309,2012-01-30,14401,1479
5328,2012-01-30,0,1
5429,2012-01-30,13914,969
5434,2012-01-30,22350,169
5545,2012-01-30,11156,1120
5546,2012-01-30,11112,1090
5587,2012-01-30,0,1
5621,2012-01-30,12773,814
5694,2012-01-30,0,1
5770,2012-01-30,0,1
5802,2012-01-30,25166,135
5805,2012-01-30,33783,267
5828,2012-01-30,51596,1611
5855,2012-01-30,238164,539
5928,2012-01-30,0,1
5933,2012-01-30,5123,1443
5942,2012-01-30,6334,392
5950,2012-01-30,5208,535
5977,2012-01-30,17420,1821
5980,2012-01-30,47962,1679
5981,2012-01-30,53784,1474
5982,2012-01-30,104314,1812
5984,2012-01-30,47308,1568
5985,2012-01-30,179048,726
5987,2012-01-30,22384,306
5989,2012-01-30,83854,1670
5992,2012-01-30,36784,657
5995,2012-01-30,0,1
5996,2012-01-30,8715,814
6009,2012-01-30,2895,915
6010,2012-01-30,6398,1387
6011,2012-01-30,0,1
6014,2012-01-30,28643,1052
6015,2012-01-30,23950,1305
6018,2012-01-30,21600,713
6019,2012-01-30,26637,1090
6022,2012-01-30,0,1
6023,2012-01-30,0,1
6024,2012-01-30,0,1
6025,2012-01-30,74809,1500
6026,2012-01-30,52145,1778
6032,2012-01-30,12700,1038
6050,2012-01-30,27867,832
6060,2012-01-30,15280,1717
6063,2012-01-30,38146,480
6064,2012-01-30,23430,381
6065,2012-01-30,16519,708
6066,2012-01-30,53072,1696
6075,2012-01-30,21092,1546
6076,2012-01-30,36598,1136
6078,2012-01-30,0,1
6079,2012-01-30,3250,1329
6081,2012-01-30,46078,247
6082,2012-01-30,32338,1150
6083,2012-01-30,22683,1254
6088,2012-01-30,0,1
6090,2012-01-30,0,1
6124,2012-01-30,81311,1548
6126,2012-01-30,41182,1538
6127,2012-01-30,72306,1227
6130,2012-01-30,107663,10
6136,2012-01-30,36133,676
6145,2012-01-30,0,1
6146,2012-01-30,5831,1329
6149,2012-01-30,6116,667
6152,2012-01-30,14722,2
6160,2012-01-30,22970,2
6169,2012-01-30,16097,1353
6176,2012-01-30,6750,1054
6179,2012-01-30,0,1
6210,2012-01-30,13353,760
6221,2012-01-30,86387,439
6235,2012-01-30,0,1
6249,2012-01-30,5725,1707
6253,2012-01-30,0,1
6270,2012-01-30,7350,1316
6279,2012-01-30,0,1
6296,2012-01-30,13306,1298
6297,2012-01-30,13413,1265
6298,2012-01-30,12700,1204
6299,2012-01-30,10065,1021
6300,2012-01-30,13798,1175
6301,2012-01-30,11850,1115
6302,2012-01-30,4457,1707
6303,2012-01-30,4969,1492
6304,2012-01-30,0,1
6305,2012-01-30,3620,2
6306,2012-01-30,26819,1291
6308,2012-01-30,11804,1330
6309,2012-01-30,10187,1054
6312,2012-01-30,22486,530
6313,2012-01-30,13187,1546
6316,2012-01-30,7073,160
6317,2012-01-30,6625,135
6318,2012-01-30,0,1
6365,2012-01-30,0,1
6504,2012-01-30,0,1
6643,2012-01-30,0,1
6675,2012-01-30,0,1
6706,2012-01-30,7665,1568
6709,2012-01-30,0,1
6761,2012-01-30,6392,1556
6799,2012-01-30,0,1
6808,2012-01-30,5615,1442
6814,2012-01-30,9600,180
6818,2012-01-30,8500,1329
6882,2012-01-30,0,1
6932,2012-01-30,0,1
6969,2012-01-30,0,1
6971,2012-01-30,12366,403
7165,2012-01-30,51644,1845
7198,2012-01-30,18533,772
7270,2012-01-30,0,1
7327,2012-01-30,0,1
7489,2012-01-30,0,1
7769,2012-01-30,12440,259
7770,2012-01-30,42865,1514
7800,2012-01-30,42393,1501
7916,2012-01-30,0,1
7979,2012-01-30,29969,941
7994,2012-01-30,127694,1094
8033,2012-01-30,110348,85
8035,2012-01-30,48627,1345
8098,2012-01-30,13950,385
8123,2012-01-30,8181,1633
8153,2012-01-30,33032,1537
8188,2012-01-30,22430,46
8207,2012-01-30,0,1
8214,2012-01-30,0,1
8231,2012-01-30,1490,1181
8246,2012-01-30,0,1
8288,2012-01-30,0,1
8348,2012-01-30,2960,989
8421,2012-01-30,0,1
8478,2012-01-30,0,1
8504,2012-01-30,0,1
8642,2012-01-30,112120,965
8676,2012-01-30,32170,1633
8717,2012-01-30,14685,1194
8789,2012-01-30,214609,570
8842,2012-01-30,6395,1568
9097,2012-01-30,43180,1276
9257,2012-01-30,18248,1038
9318,2012-01-30,0,1
9362,2012-01-30,0,1
9442,2012-01-30,14985,1442
9453,2012-01-30,0,1
9686,2012-01-30,0,1
9711,2012-01-30,22470,2
9932,2012-01-30,15439,990
10020,2012-01-30,0,1
10230,2012-01-30,223667,1211
10233,2012-01-30,150438,961
10255,2012-01-30,0,1
10316,2012-01-30,0,1
10448,2012-01-30,0,1
10511,2012-01-30,0,1
10524,2012-01-30,0,1
10653,2012-01-30,0,1
10772,2012-01-30,0,1
10810,2012-01-30,0,1
11004,2012-01-30,5210,1181
11270,2012-01-30,0,1
11271,2012-01-30,0,1
11379,2012-01-30,49698,285
11434,2012-01-30,0,1
11486,2012-01-30,0,1
11600,2012-01-30,0,1
11613,2012-01-30,0,1
11637,2012-01-30,0,1
11652,2012-01-30,0,1
11655,2012-01-30,15607,1725
11750,2012-01-30,0,1
11789,2012-01-30,0,1
11805,2012-01-30,0,1
11822,2012-01-30,0,1
11825,2012-01-30,23923,196
11827,2012-01-30,0,1
11834,2012-01-30,0,1
11889,2012-01-30,0,1
11961,2012-01-30,0,1
11971,2012-01-30,57302,95
11975,2012-01-30,4718,648
12002,2012-01-30,0,1
12006,2012-01-30,0,1
12091,2012-01-30,0,1
12166,2012-01-30,0,1
12202,2012-01-30,0,1
12223,2012-01-30,0,1
12316,2012-01-30,0,1
12400,2012-01-30,6290,2
12538,2012-01-30,0,1
12600,2012-01-30,0,1
12615,2012-01-30,16026,1375
12670,2012-01-30,18889,1520
12760,2012-01-30,0,1
12807,2012-01-30,0,1
12976,2012-01-30,37262,836
13062,2012-01-30,10712,860
13079,2012-01-30,4913,52
13080,2012-01-30,0,1
13082,2012-01-30,0,1
13083,2012-01-30,0,1
13084,2012-01-30,12974,1365
13085,2012-01-30,7062,1644
13086,2012-01-30,15763,311
13087,2012-01-30,14417,572
13089,2012-01-30,16938,853
13091,2012-01-30,0,1
13092,2012-01-30,0,1
13111,2012-01-30,11083,1156
13117,2012-01-30,16277,1291
13118,2012-01-30,11410,1455
13147,2012-01-30,30644,1336
13150,2012-01-30,12723,1431
13173,2012-01-30,25647,1299
13200,2012-01-30,0,1
13201,2012-01-30,0,1
13210,2012-01-30,17563,1296
13213,2012-01-30,10265,604
13216,2012-01-30,0,1
13217,2012-01-30,17219,1136
13225,2012-01-30,9804,572
13235,2012-01-30,18782,1374
13241,2012-01-30,17099,964
13243,2012-01-30,33102,1451
13244,2012-01-30,12037,1002
13259,2012-01-30,23805,995
13262,2012-01-30,7322,126
13263,2012-01-30,0,1
13270,2012-01-30,6766,1442
13273,2012-01-30,14462,1245
13288,2012-01-30,11661,1353
13290,2012-01-30,11946,230
13294,2012-01-30,14979,530
13296,2012-01-30,11317,311
13298,2012-01-30,97874,1009
13300,2012-01-30,7590,143
13301,2012-01-30,10892,299
13302,2012-01-30,11398,24
13304,2012-01-30,42127,1760
13305,2012-01-30,42784,1540
13309,2012-01-30,15950,1219
13311,2012-01-30,13358,1042
13313,2012-01-30,12714,1045
13314,2012-01-30,30720,988
13315,2012-01-30,61132,529
13320,2012-01-30,21048,976
13323,2012-01-30,11928,702
13325,2012-01-30,18628,97
13326,2012-01-30,27544,749
13331,2012-01-30,10781,1373
13332,2012-01-30,24862,959
13334,2012-01-30,6899,702
13336,2012-01-30,19042,915
13337,2012-01-30,7697,305
13344,2012-01-30,29483,859
13347,2012-01-30,0,1
13349,2012-01-30,9015,536
13359,2012-01-30,15199,716
13362,2012-01-30,0,1
13364,2012-01-30,55899,1781
13367,2012-01-30,2902,63
13370,2012-01-30,0,1
13374,2012-01-30,13652,850
13380,2012-01-30,13712,1130
13381,2012-01-30,18718,1441
13382,2012-01-30,19754,1477
13383,2012-01-30,41663,242
13384,2012-01-30,16067,1324
13385,2012-01-30,13970,1354
13402,2012-01-30,7659,940
13403,2012-01-30,9873,1105
13405,2012-01-30,3248,1160
13406,2012-01-30,0,1
13407,2012-01-30,4909,1697
13414,2012-01-30,0,1
13416,2012-01-30,5018,1409
13426,2012-01-30,31844,283
13428,2012-01-30,9174,479
13429,2012-01-30,12408,781
13432,2012-01-30,5760,989
13433,2012-01-30,3705,1181
13438,2012-01-30,18786,1189
13439,2012-01-30,25039,920
13443,2012-01-30,11118,1633
13444,2012-01-30,8807,1821
13446,2012-01-30,0,1
13453,2012-01-30,7795,150
13458,2012-01-30,19067,403
13461,2012-01-30,95803,782
13463,2012-01-30,485187,1530
13464,2012-01-30,0,1
13467,2012-01-30,95724,305
13482,2012-01-30,13300,1316
13499,2012-01-30,0,1
13515,2012-01-30,16520,1719
13520,2012-01-30,46277,693
13526,2012-01-30,16974,1150
13527,2012-01-30,37052,953
13528,2012-01-30,113879,1693
13531,2012-01-30,26265,1288
13532,2012-01-30,52319,1523
13533,2012-01-30,10345,971
13535,2012-01-30,0,1
13537,2012-01-30,0,1
13550,2012-01-30,0,1
13554,2012-01-30,0,1
13556,2012-01-30,141887,133
13561,2012-01-30,7394,480
13571,2012-01-30,13315,347
13574,2012-01-30,3708,1341
13582,2012-01-30,23314,1245
13594,2012-01-30,9309,3
13595,2012-01-30,33287,1665
13596,2012-01-30,66422,1665
13600,2012-01-30,12666,990
13604,2012-01-30,26285,814
13611,2012-01-30,13251,1707
13615,2012-01-30,97955,569
13627,2012-01-30,9009,760
13628,2012-01-30,4746,220
13629,2012-01-30,10637,376
13633,2012-01-30,15370,1189
13637,2012-01-30,26367,1429
13643,2012-01-30,29090,1019
13644,2012-01-30,67093,1159
13645,2012-01-30,15533,1073
13650,2012-01-30,5215,530
13651,2012-01-30,8008,1121
13653,2012-01-30,27790,1768
13658,2012-01-30,14267,589
13663,2012-01-30,9286,1241
13664,2012-01-30,0,1
13666,2012-01-30,5903,150
13684,2012-01-30,30719,1431
13685,2012-01-30,14691,126
13688,2012-01-30,10028,713
13781,2012-01-30,33666,245
13782,2012-01-30,28303,1595
13790,2012-01-30,19320,1001
13792,2012-01-30,18420,931
13796,2012-01-30,21429,1047
13797,2012-01-30,28273,1311
13805,2012-01-30,24678,597
13890,2012-01-30,31763,881
13892,2012-01-30,74745,932
13893,2012-01-30,0,1
13894,2012-01-30,0,1
13917,2012-01-30,0,1
13930,2012-01-30,24921,1362
13931,2012-01-30,54465,1474
13934,2012-01-30,55736,886
13935,2012-01-30,178384,148
13936,2012-01-30,120403,966
13938,2012-01-30,99774,264
13940,2012-01-30,72554,1721
14105,2012-01-30,0,1
14128,2012-01-30,0,1
14193,2012-01-30,9690,2
14339,2012-01-30,0,1
14365,2012-01-30,0,1
14371,2012-01-30,0,1
14427,2012-01-30,0,1
14453,2012-01-30,5300,648
14521,2012-01-30,0,1
14618,2012-01-30,0,1
14821,2012-01-30,0,1
14835,2012-01-30,0,1
14840,2012-01-30,5452,744
15071,2012-01-30,7952,263
15096,2012-01-30,8952,1442
15159,2012-01-30,57179,1581
15209,2012-01-30,43285,1097
15218,2012-01-30,0,1
15229,2012-01-30,3747,1442
15281,2012-01-30,0,1
15285,2012-01-30,50158,1013
15358,2012-01-30,16447,1296
15575,2012-01-30,0,1
15649,2012-01-30,34799,126
15735,2012-01-30,10803,597
15766,2012-01-30,5555,1766
15840,2012-01-30,4104,1745
15953,2012-01-30,35687,853
15982,2012-01-30,10147,986
16025,2012-01-30,3894,814
16183,2012-01-30,0,1
16353,2012-01-30,111735,311
16626,2012-01-30,0,1
16717,2012-01-30,0,1
16738,2012-01-30,0,1
16761,2012-01-30,36629,1267
16892,2012-01-30,3547,545
16902,2012-01-30,4306,800
16909,2012-01-30,4369,1556
17153,2012-01-30,283822,920
17158,2012-01-30,18100,2
17341,2012-01-30,31461,1205
17342,2012-01-30,0,1
17356,2012-01-30,4381,910
17370,2012-01-30,0,1
17598,2012-01-30,3491,672
17752,2012-01-30,0,1
17790,2012-01-30,16733,990
17876,2012-01-30,220070,1611
17960,2012-01-30,12091,1468
17970,2012-01-30,14687,1677
17989,2012-01-30,0,1
18079,2012-01-30,14061,990
18105,2012-01-30,6475,702
18164,2012-01-30,29480,969
18214,2012-01-30,0,1
18223,2012-01-30,8632,305
18375,2012-01-30,15363,1238
18416,2012-01-30,0,1
859,2012-02-06,1000,2
863,2012-02-06,4136,853
869,2012-02-06,14850,97
871,2012-02-06,0,1
880,2012-02-06,3440,989
881,2012-02-06,14041,1811
883,2012-02-06,12231,814
890,2012-02-06,12075,1181
892,2012-02-06,10560,1443
893,2012-02-06,12022,1365
894,2012-02-06,12749,330
959,2012-02-06,0,1
963,2012-02-06,0,1
969,2012-02-06,0,1
971,2012-02-06,10290,2
980,2012-02-06,0,1
981,2012-02-06,0,1
983,2012-02-06,0,1
990,2012-02-06,0,1
992,2012-02-06,0,1
993,2012-02-06,0,1
994,2012-02-06,0,1
1799,2012-02-06,5547,415
1800,2012-02-06,7701,1205
1802,2012-02-06,9898,1365
2022,2012-02-06,0,1
2031,2012-02-06,0,1
2060,2012-02-06,0,1
2080,2012-02-06,0,1
2083,2012-02-06,6755,887
2155,2012-02-06,0,1
2186,2012-02-06,0,1
2250,2012-02-06,0,1
2261,2012-02-06,0,1
2286,2012-02-06,7059,1745
2332,2012-02-06,11322,1107
2342,2012-02-06,13103,916
2371,2012-02-06,0,1
2394,2012-02-06,20022,1536
2673,2012-02-06,0,1
2692,2012-02-06,12783,1120
2810,2012-02-06,1867,1665
2825,2012-02-06,0,1
2897,2012-02-06,0,1
3004,2012-02-06,22435,1745
3005,2012-02-06,29421,385
3006,2012-02-06,20067,13
3031,2012-02-06,53036,815
3130,2012-02-06,45395,815
3207,2012-02-06,33042,1568
3278,2012-02-06,19577,811
3384,2012-02-06,0,1
3428,2012-02-06,6804,347
3431,2012-02-06,4070,1329
3432,2012-02-06,6285,180
3437,2012-02-06,1380,2
3451,2012-02-06,0,1
3518,2012-02-06,0,1
3547,2012-02-06,0,1
3707,2012-02-06,0,1
3738,2012-02-06,10812,1353
3768,2012-02-06,2641,52
3822,2012-02-06,106151,217
3841,2012-02-06,38931,598
3982,2012-02-06,2408,1745
4058,2012-02-06,12591,740
4145,2012-02-06,0,1
4216,2012-02-06,0,1
4329,2012-02-06,0,1
4376,2012-02-06,3851,220
4402,2012-02-06,3030,52
4404,2012-02-06,0,1
4413,2012-02-06,3249,225
4445,2012-02-06,2425,1329
4620,2012-02-06,0,1
4636,2012-02-06,2010,2
4652,2012-02-06,3343,234
5034,2012-02-06,17371,464
5097,2012-02-06,12600,365
5106,2012-02-06,0,1
5204,2012-02-06,31019,815
5239,2012-02-06,0,1
5257,2012-02-06,8946,1556
5277,2012-02-06,17923,853
5309,2012-02-06,17098,1767
5328,2012-02-06,0,1
5429,2012-02-06,10841,180
5434,2012-02-06,24546,24
5545,2012-02-06,8832,940
5546,2012-02-06,15044,1387
5587,2012-02-06,0,1
5621,2012-02-06,17100,1237
5694,2012-02-06,10030,2
5770,2012-02-06,0,1
5802,2012-02-06,26671,285
5805,2012-02-06,38771,431
5828,2012-02-06,39945,1398
5855,2012-02-06,198964,368
5928,2012-02-06,0,1
5933,2012-02-06,5797,1398
5942,2012-02-06,7454,381
5950,2012-02-06,2888,3
5977,2012-02-06,22771,98
5980,2012-02-06,45648,1625
5981,2012-02-06,48112,1393
5982,2012-02-06,72876,1310
5984,2012-02-06,56004,1707
5985,2012-02-06,165572,689
5987,2012-02-06,21133,230
5989,2012-02-06,69202,1543
5992,2012-02-06,26776,311
5995,2012-02-06,0,1
5996,2012-02-06,4723,180
6009,2012-02-06,3515,1054
6010,2012-02-06,6113,1365
6011,2012-02-06,0,1
6014,2012-02-06,25074,999
6015,2012-02-06,25571,1468
6018,2012-02-06,16044,513
6019,2012-02-06,20183,781
6022,2012-02-06,0,1
6023,2012-02-06,0,1
6024,2012-02-06,0,1
6025,2012-02-06,74044,1454
6026,2012-02-06,50812,1690
6032,2012-02-06,22790,1237
6050,2012-02-06,26326,811
6060,2012-02-06,20659,143
6063,2012-02-06,46407,650
6064,2012-02-06,21916,358
6065,2012-02-06,15341,530
6066,2012-02-06,52379,1684
6075,2012-02-06,21055,1398
6076,2012-02-06,38621,1189
6078,2012-02-06,0,1
6079,2012-02-06,2600,1181
6081,2012-02-06,43595,129
6082,2012-02-06,34367,1235
6083,2012-02-06,19889,1129
6088,2012-02-06,0,1
6090,2012-02-06,0,1
6124,2012-02-06,89774,1681
6126,2012-02-06,30347,1313
6127,2012-02-06,73905,1260
6130,2012-02-06,91316,1742
6136,2012-02-06,33241,632
6145,2012-02-06,0,1
6146,2012-02-06,7933,3
6149,2012-02-06,7442,883
6152,2012-02-06,0,1
6160,2012-02-06,0,1
6169,2012-02-06,11860,1316
6176,2012-02-06,10750,1828
6179,2012-02-06,0,1
6210,2012-02-06,11183,545
6221,2012-02-06,82999,430
6235,2012-02-06,0,1
6249,2012-02-06,6517,1697
6253,2012-02-06,0,1
6270,2012-02-06,9442,1280
6279,2012-02-06,0,1
6296,2012-02-06,16755,1367
6297,2012-02-06,12588,1224
6298,2012-02-06,12721,1127
6299,2012-02-06,13467,1208
6300,2012-02-06,12704,1093
6301,2012-02-06,12289,1007
6302,2012-02-06,3508,1291
6303,2012-02-06,4457,1073
6304,2012-02-06,0,1
6305,2012-02-06,0,1
6306,2012-02-06,21561,1291
6308,2012-02-06,9137,1223
6309,2012-02-06,8473,1054
6312,2012-02-06,20158,435
6313,2012-02-06,12927,1633
6316,2012-02-06,5736,1745
6317,2012-02-06,7631,181
6318,2012-02-06,0,1
6365,2012-02-06,0,1
6504,2012-02-06,0,1
6643,2012-02-06,0,1
6675,2012-02-06,0,1
6706,2012-02-06,5589,1353
6709,2012-02-06,0,1
6761,2012-02-06,5900,648
6799,2012-02-06,0,1
6808,2012-02-06,5730,989
6814,2012-02-06,7200,1766
6818,2012-02-06,5100,648
6882,2012-02-06,0,1
6932,2012-02-06,0,1
6969,2012-02-06,0,1
6971,2012-02-06,6651,1801
7165,2012-02-06,45841,1589
7198,2012-02-06,20963,772
7270,2012-02-06,0,1
7327,2012-02-06,0,1
7489,2012-02-06,0,1
7769,2012-02-06,10096,1793
7770,2012-02-06,39761,1376
7800,2012-02-06,43640,1454
7916,2012-02-06,0,1
7979,2012-02-06,24342,760
7994,2012-02-06,122904,1084
8033,2012-02-06,97234,20
8035,2012-02-06,43562,1256
8098,2012-02-06,14810,381
8123,2012-02-06,9503,1546
8153,2012-02-06,32031,1521
8188,2012-02-06,19466,1795
8207,2012-02-06,0,1
8214,2012-02-06,0,1
8231,2012-02-06,3508,365
8246,2012-02-06,0,1
8288,2012-02-06,0,1
8348,2012-02-06,2310,1442
8421,2012-02-06,0,1
8478,2012-02-06,0,1
8504,2012-02-06,0,1
8642,2012-02-06,107865,955
8676,2012-02-06,28008,1525
8717,2012-02-06,8378,708
8789,2012-02-06,190968,449
8842,2012-02-06,7224,1160
9097,2012-02-06,30273,1015
9257,2012-02-06,17196,969
9318,2012-02-06,0,1
9362,2012-02-06,0,1
9442,2012-02-06,14985,989
9453,2012-02-06,0,1
9686,2012-02-06,0,1
9711,2012-02-06,0,1
9932,2012-02-06,22568,1291
10020,2012-02-06,0,1
10230,2012-02-06,222129,1176
10233,2012-02-06,149949,958
10255,2012-02-06,0,1
10316,2012-02-06,0,1
10448,2012-02-06,0,1
10511,2012-02-06,0,1
10524,2012-02-06,0,1
10653,2012-02-06,0,1
10772,2012-02-06,0,1
10810,2012-02-06,0,1
11004,2012-02-06,4900,2
11270,2012-02-06,0,1
11271,2012-02-06,0,1
11379,2012-02-06,48527,322
11434,2012-02-06,0,1
11486,2012-02-06,0,1
11600,2012-02-06,0,1
11613,2012-02-06,0,1
11637,2012-02-06,0,1
11652,2012-02-06,0,1
11655,2012-02-06,11799,1409
11750,2012-02-06,0,1
11789,2012-02-06,0,1
11805,2012-02-06,0,1
11822,2012-02-06,0,1
11825,2012-02-06,24537,32
11827,2012-02-06,0,1
11834,2012-02-06,0,1
11889,2012-02-06,0,1
11961,2012-02-06,0,1
11971,2012-02-06,58479,101
11975,2012-02-06,4718,648
12002,2012-02-06,0,1
12006,2012-02-06,4220,2
12091,2012-02-06,0,1
12166,2012-02-06,0,1
12202,2012-02-06,0,1
12223,2012-02-06,0,1
12316,2012-02-06,0,1
12400,2012-02-06,0,1
12538,2012-02-06,0,1
12600,2012-02-06,0,1
12615,2012-02-06,15481,1380
12670,2012-02-06,19048,1515
12760,2012-02-06,0,1
12807,2012-02-06,0,1
12976,2012-02-06,32472,713
13062,2012-02-06,12204,845
13079,2012-02-06,4677,1755
13080,2012-02-06,0,1
13082,2012-02-06,0,1
13083,2012-02-06,0,1
13084,2012-02-06,8220,990
13085,2012-02-06,7249,1525
13086,2012-02-06,14059,263
13087,2012-02-06,12572,409
13089,2012-02-06,22046,1038
13091,2012-02-06,0,1
13092,2012-02-06,0,1
13111,2012-02-06,9258,1036
13117,2012-02-06,10032,702
13118,2012-02-06,9688,1330
13147,2012-02-06,24403,1172
13150,2012-02-06,10668,1280
13173,2012-02-06,29726,1359
13200,2012-02-06,0,1
13201,2012-02-06,0,1
13210,2012-02-06,15260,1227
13213,2012-02-06,8111,582
13216,2012-02-06,0,1
13217,2012-02-06,14574,1095
13225,2012-02-06,10889,582
13235,2012-02-06,16175,1273
13241,2012-02-06,15193,792
13243,2012-02-06,29317,1331
13244,2012-02-06,9944,883
13259,2012-02-06,20065,863
13262,2012-02-06,8152,1745
13263,2012-02-06,0,1
13270,2012-02-06,5627,989
13273,2012-02-06,12533,1081
13288,2012-02-06,10902,1160
13290,2012-02-06,11933,251
13294,2012-02-06,15075,440
13296,2012-02-06,8898,81
13298,2012-02-06,84306,894
13300,2012-02-06,6895,1687
13301,2012-02-06,10274,181
13302,2012-02-06,8834,1725
13304,2012-02-06,33925,1577
13305,2012-02-06,44874,1543
13309,2012-02-06,13459,1100
13311,2012-02-06,12031,1013
13313,2012-02-06,10713,797
13314,2012-02-06,26033,883
13315,2012-02-06,57019,429
13320,2012-02-06,20000,966
13323,2012-02-06,10336,305
13325,2012-02-06,14729,250
13326,2012-02-06,31169,797
13331,2012-02-06,14589,1539
13332,2012-02-06,28495,959
13334,2012-02-06,16457,702
13336,2012-02-06,17401,415
13337,2012-02-06,6856,365
13344,2012-02-06,27909,839
13347,2012-02-06,0,1
13349,2012-02-06,9287,471
13359,2012-02-06,15439,810
13362,2012-02-06,0,1
13364,2012-02-06,45088,1612
13367,2012-02-06,3905,358
13370,2012-02-06,0,1
13374,2012-02-06,10672,716
13380,2012-02-06,14370,1085
13381,2012-02-06,15484,1295
13382,2012-02-06,18494,1359
13383,2012-02-06,32498,79
13384,2012-02-06,15495,1294
13385,2012-02-06,12838,1302
13402,2012-02-06,9164,1182
13403,2012-02-06,7636,853
13405,2012-02-06,4392,1316
13406,2012-02-06,0,1
13407,2012-02-06,4255,1666
13414,2012-02-06,0,1
13416,2012-02-06,6500,1546
13426,2012-02-06,33675,258
13428,2012-02-06,15129,415
13429,2012-02-06,9345,180
13432,2012-02-06,1500,2
13433,2012-02-06,2735,989
13438,2012-02-06,21099,1297
13439,2012-02-06,25151,935
13443,2012-02-06,11352,1784
13444,2012-02-06,7653,1611
13446,2012-02-06,13550,2
13453,2012-02-06,7123,41
13458,2012-02-06,22804,589
13461,2012-02-06,96237,788
13463,2012-02-06,461008,1472
13464,2012-02-06,0,1
13467,2012-02-06,101415,597
13482,2012-02-06,8817,940
13499,2012-02-06,0,1
13515,2012-02-06,14207,1588
13520,2012-02-06,41696,574
13526,2012-02-06,15756,1171
13527,2012-02-06,29041,732
13528,2012-02-06,100717,1549
13531,2012-02-06,25185,1255
13532,2012-02-06,52540,1572
13533,2012-02-06,13299,1183
13535,2012-02-06,0,1
13537,2012-02-06,0,1
13550,2012-02-06,0,1
13554,2012-02-06,0,1
13556,2012-02-06,133375,70
13561,2012-02-06,7705,536
13571,2012-02-06,11064,174
13574,2012-02-06,6042,875
13582,2012-02-06,19072,1153
13594,2012-02-06,15965,1329
13595,2012-02-06,25004,1329
13596,2012-02-06,49645,1181
13600,2012-02-06,13003,940
13604,2012-02-06,27265,940
13611,2012-02-06,12819,1611
13615,2012-02-06,91349,523
13627,2012-02-06,6935,464
13628,2012-02-06,4392,190
13629,2012-02-06,9048,234
13633,2012-02-06,13718,1079
13637,2012-02-06,23568,1337
13643,2012-02-06,26444,974
13644,2012-02-06,62304,1178
13645,2012-02-06,16241,1120
13650,2012-02-06,5470,480
13651,2012-02-06,6651,966
13653,2012-02-06,25296,1645
13658,2012-02-06,13170,431
13663,2012-02-06,9126,1239
13664,2012-02-06,0,1
13666,2012-02-06,5568,143
13684,2012-02-06,43460,1707
13685,2012-02-06,12999,108
13688,2012-02-06,10317,765
13781,2012-02-06,32396,224
13782,2012-02-06,24733,1472
13790,2012-02-06,18546,924
13792,2012-02-06,15989,828
13796,2012-02-06,21145,1022
13797,2012-02-06,31386,1356
13805,2012-02-06,22476,97
13890,2012-02-06,31147,820
13892,2012-02-06,70607,988
13893,2012-02-06,0,1
13894,2012-02-06,0,1
13917,2012-02-06,0,1
13930,2012-02-06,20268,1172
13931,2012-02-06,52563,1477
13934,2012-02-06,46965,753
13935,2012-02-06,159926,17
13936,2012-02-06,107230,800
13938,2012-02-06,83230,60
13940,2012-02-06,75772,1756
14105,2012-02-06,0,1
14128,2012-02-06,0,1
14193,2012-02-06,0,1
14339,2012-02-06,0,1
14365,2012-02-06,0,1
14371,2012-02-06,0,1
14427,2012-02-06,0,1
14453,2012-02-06,5300,2
14521,2012-02-06,19150,1329
14618,2012-02-06,0,1
14821,2012-02-06,740,2
14835,2012-02-06,0,1
14840,2012-02-06,4150,415
15071,2012-02-06,7835,296
15096,2012-02-06,9947,1181
15159,2012-02-06,52450,1512
