"product","date","revenue","units"
16738,2011-08-22,0,1
16761,2011-08-22,33763,1261
16892,2011-08-22,3171,1365
16902,2011-08-22,3726,1600
16909,2011-08-22,8848,1600
17153,2011-08-22,185418,910
17158,2011-08-22,11184,2
17341,2011-08-22,42953,1280
17342,2011-08-22,0,1
17356,2011-08-22,3497,1589
17370,2011-08-22,24404,853
17598,2011-08-22,3888,1725
17752,2011-08-22,0,1
17790,2011-08-22,0,1
17876,2011-08-22,88514,1468
17960,2011-08-22,12174,1316
17970,2011-08-22,13163,1376
17989,2011-08-22,0,1
18079,2011-08-22,0,1
18105,2011-08-22,7140,479
18164,2011-08-22,29217,1353
18214,2011-08-22,0,1
18223,2011-08-22,9960,781
18375,2011-08-22,10499,667
18416,2011-08-22,0,1
859,2011-08-29,2340,1665
863,2011-08-29,2800,1329
869,2011-08-29,12288,1140
871,2011-08-29,0,1
880,2011-08-29,0,1
881,2011-08-29,4000,1181
883,2011-08-29,4104,1766
890,2011-08-29,22803,180
892,2011-08-29,12232,940
893,2011-08-29,7964,1633
894,2011-08-29,7258,887
959,2011-08-29,0,1
963,2011-08-29,0,1
969,2011-08-29,0,1
971,2011-08-29,0,1
980,2011-08-29,0,1
981,2011-08-29,0,1
983,2011-08-29,0,1
990,2011-08-29,0,1
992,2011-08-29,0,1
993,2011-08-29,0,1
994,2011-08-29,0,1
1799,2011-08-29,4751,915
1800,2011-08-29,6886,1160
1802,2011-08-29,8677,1316
2022,2011-08-29,22252,870
2031,2011-08-29,0,1
2060,2011-08-29,0,1
2080,2011-08-29,0,1
2083,2011-08-29,3130,2
2155,2011-08-29,0,1
2186,2011-08-29,0,1
2250,2011-08-29,0,1
2261,2011-08-29,0,1
2286,2011-08-29,8218,1774
2332,2011-08-29,10845,1116
2342,2011-08-29,11592,883
2371,2011-08-29,0,1
2394,2011-08-29,19970,1579
2673,2011-08-29,0,1
2692,2011-08-29,13722,1492
2810,2011-08-29,2132,1766
2825,2011-08-29,0,1
2897,2011-08-29,0,1
3004,2011-08-29,20691,1774
3005,2011-08-29,32584,582
3006,2011-08-29,26738,1736
3031,2011-08-29,105095,536
3130,2011-08-29,89953,536
3207,2011-08-29,28845,41
3278,2011-08-29,22910,1056
3384,2011-08-29,0,1
3428,2011-08-29,7699,337
3431,2011-08-29,6688,1341
3432,2011-08-29,10040,234
3437,2011-08-29,6741,917
3451,2011-08-29,0,1
3518,2011-08-29,0,1
3547,2011-08-29,0,1
3707,2011-08-29,0,1
3738,2011-08-29,10230,1237
3768,2011-08-29,2982,135
3822,2011-08-29,36260,597
3841,2011-08-29,45779,888
3982,2011-08-29,2728,150
4058,2011-08-29,11971,820
4145,2011-08-29,0,1
4216,2011-08-29,0,1
4329,2011-08-29,0,1
4376,2011-08-29,3627,381
4402,2011-08-29,2416,4
4404,2011-08-29,2534,81
4413,2011-08-29,3888,471
4445,2011-08-29,3835,459
4620,2011-08-29,0,1
4636,2011-08-29,0,1
4652,2011-08-29,3756,385
5034,2011-08-29,19601,749
5097,2011-08-29,0,1
5106,2011-08-29,0,1
5204,2011-08-29,61466,536
5239,2011-08-29,0,1
5257,2011-08-29,11690,250
5277,2011-08-29,0,1
5309,2011-08-29,14686,1409
5328,2011-08-29,0,1
5429,2011-08-29,0,1
5434,2011-08-29,25086,72
5545,2011-08-29,12259,1251
5546,2011-08-29,12880,1376
5587,2011-08-29,0,1
5621,2011-08-29,12211,969
5694,2011-08-29,0,1
5770,2011-08-29,0,1
5802,2011-08-29,25111,347
5805,2011-08-29,34769,545
5828,2011-08-29,40999,1387
5855,2011-08-29,268838,658
5928,2011-08-29,0,1
5933,2011-08-29,5594,1745
5942,2011-08-29,7637,754
5950,2011-08-29,5507,3
5977,2011-08-29,16722,1546
5980,2011-08-29,47998,1692
5981,2011-08-29,61097,1691
5982,2011-08-29,81523,1439
5984,2011-08-29,55557,1677
5985,2011-08-29,180863,719
5987,2011-08-29,20643,369
5989,2011-08-29,42544,474
5992,2011-08-29,20079,63
5995,2011-08-29,11600,1181
5996,2011-08-29,19096,971
6009,2011-08-29,3925,702
6010,2011-08-29,7281,1525
6011,2011-08-29,0,1
6014,2011-08-29,18515,480
6015,2011-08-29,20892,1105
6018,2011-08-29,18711,530
6019,2011-08-29,30625,1455
6022,2011-08-29,15990,2
6023,2011-08-29,0,1
6024,2011-08-29,0,1
6025,2011-08-29,65839,1508
6026,2011-08-29,48551,1764
6032,2011-08-29,12987,1223
6050,2011-08-29,26029,895
6060,2011-08-29,22321,299
6063,2011-08-29,45584,782
6064,2011-08-29,20155,263
6065,2011-08-29,17031,530
6066,2011-08-29,62911,1849
6075,2011-08-29,18959,1536
6076,2011-08-29,22268,1535
6078,2011-08-29,0,1
6079,2011-08-29,11190,1375
6081,2011-08-29,39984,114
6082,2011-08-29,33998,1435
6083,2011-08-29,27053,1418
6088,2011-08-29,0,1
6090,2011-08-29,0,1
6124,2011-08-29,84305,1538
6126,2011-08-29,34077,1426
6127,2011-08-29,72484,1334
6130,2011-08-29,79848,1597
6136,2011-08-29,33357,534
6145,2011-08-29,5890,2
6146,2011-08-29,5285,3
6149,2011-08-29,7375,966
6152,2011-08-29,0,1
6160,2011-08-29,22970,2
6169,2011-08-29,13696,1455
6176,2011-08-29,11741,577
6179,2011-08-29,0,1
6210,2011-08-29,10744,435
6221,2011-08-29,90343,468
6235,2011-08-29,0,1
6249,2011-08-29,8543,234
6253,2011-08-29,0,1
6270,2011-08-29,10697,1536
6279,2011-08-29,0,1
6296,2011-08-29,19702,1562
6297,2011-08-29,17345,1571
6298,2011-08-29,19198,1520
6299,2011-08-29,16652,1379
6300,2011-08-29,12776,1359
6301,2011-08-29,13603,1363
6302,2011-08-29,4009,1579
6303,2011-08-29,0,1
6304,2011-08-29,1151,989
6305,2011-08-29,0,1
6306,2011-08-29,19164,1205
6308,2011-08-29,10702,1223
6309,2011-08-29,10697,1014
6312,2011-08-29,24933,520
6313,2011-08-29,12871,1666
6316,2011-08-29,7467,347
6317,2011-08-29,7971,440
6318,2011-08-29,0,1
6365,2011-08-29,0,1
6504,2011-08-29,0,1
6643,2011-08-29,0,1
6675,2011-08-29,0,1
6706,2011-08-29,7779,1568
6709,2011-08-29,0,1
6761,2011-08-29,17193,135
6799,2011-08-29,0,1
6808,2011-08-29,12256,1611
6814,2011-08-29,10377,1503
6818,2011-08-29,12263,63
6882,2011-08-29,0,1
6932,2011-08-29,0,1
6969,2011-08-29,0,1
6971,2011-08-29,9289,317
7165,2011-08-29,27376,1305
7198,2011-08-29,19685,920
7270,2011-08-29,0,1
7327,2011-08-29,0,1
7489,2011-08-29,0,1
7769,2011-08-29,12937,282
7770,2011-08-29,44740,135
7800,2011-08-29,39975,1504
7916,2011-08-29,0,1
7979,2011-08-29,27028,810
7994,2011-08-29,151875,1264
8033,2011-08-29,128361,303
8035,2011-08-29,52204,1391
8098,2011-08-29,16027,644
8123,2011-08-29,7935,1223
8153,2011-08-29,45201,1771
8188,2011-08-29,24985,172
8207,2011-08-29,0,1
8214,2011-08-29,0,1
8231,2011-08-29,4550,1251
8246,2011-08-29,0,1
8288,2011-08-29,0,1
8348,2011-08-29,4052,1014
8421,2011-08-29,0,1
8478,2011-08-29,0,1
8504,2011-08-29,0,1
8642,2011-08-29,114069,1026
8676,2011-08-29,36424,1546
8717,2011-08-29,9672,545
8789,2011-08-29,204955,505
8842,2011-08-29,8188,1479
9097,2011-08-29,19631,445
9257,2011-08-29,16674,814
9318,2011-08-29,0,1
9362,2011-08-29,0,1
9442,2011-08-29,0,1
9453,2011-08-29,0,1
9686,2011-08-29,0,1
9711,2011-08-29,44940,648
9932,2011-08-29,23548,1266
10020,2011-08-29,0,1
10230,2011-08-29,220093,1246
10233,2011-08-29,141022,896
10255,2011-08-29,0,1
10316,2011-08-29,0,1
10448,2011-08-29,0,1
10511,2011-08-29,5900,2
10524,2011-08-29,0,1
10653,2011-08-29,0,1
10772,2011-08-29,0,1
10810,2011-08-29,0,1
11004,2011-08-29,13094,1707
11270,2011-08-29,0,1
11271,2011-08-29,0,1
11379,2011-08-29,51106,440
11434,2011-08-29,0,1
11486,2011-08-29,0,1
11600,2011-08-29,0,1
11613,2011-08-29,0,1
11637,2011-08-29,0,1
11652,2011-08-29,0,1
11655,2011-08-29,14383,1697
11750,2011-08-29,0,1
11789,2011-08-29,0,1
11805,2011-08-29,2506,1181
11822,2011-08-29,0,1
11825,2011-08-29,18545,1717
11827,2011-08-29,0,1
11834,2011-08-29,0,1
11889,2011-08-29,0,1
11961,2011-08-29,0,1
11971,2011-08-29,64737,187
11975,2011-08-29,7863,1766
12002,2011-08-29,0,1
12006,2011-08-29,4220,2
12091,2011-08-29,0,1
12166,2011-08-29,0,1
12202,2011-08-29,22032,1421
12223,2011-08-29,0,1
12316,2011-08-29,0,1
12400,2011-08-29,3145,2
12538,2011-08-29,4718,648
12600,2011-08-29,0,1
12615,2011-08-29,16388,1436
12670,2011-08-29,20578,1563
12760,2011-08-29,0,1
12807,2011-08-29,0,1
12976,2011-08-29,52685,1148
13062,2011-08-29,12110,953
13079,2011-08-29,3205,1479
13080,2011-08-29,0,1
13082,2011-08-29,0,1
13083,2011-08-29,0,1
13084,2011-08-29,11549,1266
13085,2011-08-29,8063,1633
13086,2011-08-29,13207,196
13087,2011-08-29,10225,212
13089,2011-08-29,21336,1266
13091,2011-08-29,0,1
13092,2011-08-29,0,1
13111,2011-08-29,8006,916
13117,2011-08-29,11905,1205
13118,2011-08-29,9869,1503
13147,2011-08-29,27676,1208
13150,2011-08-29,12068,1479
13173,2011-08-29,40317,806
13200,2011-08-29,2400,2
13201,2011-08-29,3690,989
13210,2011-08-29,16742,1169
13213,2011-08-29,9066,604
13216,2011-08-29,0,1
13217,2011-08-29,16250,1208
13225,2011-08-29,9704,703
13235,2011-08-29,21306,1472
13241,2011-08-29,18439,1047
13243,2011-08-29,31887,1452
13244,2011-08-29,12854,1122
13259,2011-08-29,21717,1016
13262,2011-08-29,7593,190
13263,2011-08-29,0,1
13270,2011-08-29,10686,1455
13273,2011-08-29,12788,1271
13288,2011-08-29,13564,1622
13290,2011-08-29,12943,431
13294,2011-08-29,19644,703
13296,2011-08-29,9561,160
13298,2011-08-29,84899,908
13300,2011-08-29,6805,1845
13301,2011-08-29,11378,369
13302,2011-08-29,8684,1845
13304,2011-08-29,34556,1531
13305,2011-08-29,38087,1428
13309,2011-08-29,15651,1273
13311,2011-08-29,13706,1178
13313,2011-08-29,13487,1051
13314,2011-08-29,26938,951
13315,2011-08-29,42214,188
13320,2011-08-29,22044,1069
13323,2011-08-29,0,1
13325,2011-08-29,0,1
13326,2011-08-29,38333,1093
13331,2011-08-29,11185,1381
13332,2011-08-29,29012,1078
13334,2011-08-29,4880,2
13336,2011-08-29,9725,648
13337,2011-08-29,0,1
13344,2011-08-29,26973,815
13347,2011-08-29,0,1
13349,2011-08-29,11954,678
13359,2011-08-29,17392,881
13362,2011-08-29,3840,1181
13364,2011-08-29,55066,1723
13367,2011-08-29,3042,311
13370,2011-08-29,0,1
13374,2011-08-29,10479,865
13380,2011-08-29,13379,1117
13381,2011-08-29,22317,1540
13382,2011-08-29,21277,1500
13383,2011-08-29,43625,349
13384,2011-08-29,16671,1336
13385,2011-08-29,15520,1410
13402,2011-08-29,11555,1182
13403,2011-08-29,8204,1054
13405,2011-08-29,3031,1237
13406,2011-08-29,0,1
13407,2011-08-29,4908,1821
13414,2011-08-29,0,1
13416,2011-08-29,4698,1707
13426,2011-08-29,32134,606
13428,2011-08-29,10644,180
13429,2011-08-29,11532,479
13432,2011-08-29,5904,1073
13433,2011-08-29,7881,598
13438,2011-08-29,25372,1447
13439,2011-08-29,27661,1007
13443,2011-08-29,12214,52
13444,2011-08-29,4652,305
13446,2011-08-29,14690,648
13453,2011-08-29,6440,1784
13458,2011-08-29,34546,944
13461,2011-08-29,82733,749
13463,2011-08-29,546169,1659
13464,2011-08-29,84256,1766
13467,2011-08-29,93804,305
13482,2011-08-29,17228,1546
13499,2011-08-29,0,1
13515,2011-08-29,19084,27
13520,2011-08-29,42031,646
13526,2011-08-29,21713,1447
13527,2011-08-29,31752,931
13528,2011-08-29,102676,1587
13531,2011-08-29,24102,1391
13532,2011-08-29,52952,1617
13533,2011-08-29,15692,1352
13535,2011-08-29,0,1
13537,2011-08-29,0,1
13550,2011-08-29,0,1
13554,2011-08-29,0,1
13556,2011-08-29,144574,222
13561,2011-08-29,8572,713
13571,2011-08-29,11774,225
13574,2011-08-29,9774,1332
13582,2011-08-29,25321,1273
13594,2011-08-29,17518,1767
13595,2011-08-29,35217,1766
13596,2011-08-29,68598,1766
13600,2011-08-29,16089,1536
13604,2011-08-29,55703,1105
13611,2011-08-29,12345,1755
13615,2011-08-29,101208,764
13627,2011-08-29,7528,667
13628,2011-08-29,5834,366
13629,2011-08-29,11282,525
13633,2011-08-29,17057,1238
13637,2011-08-29,29594,1527
13643,2011-08-29,34974,1172
13644,2011-08-29,74370,1314
13645,2011-08-29,15851,1223
13650,2011-08-29,6826,850
13651,2011-08-29,7969,1141
13653,2011-08-29,39435,211
13658,2011-08-29,13945,352
13663,2011-08-29,9061,1232
13664,2011-08-29,0,1
13666,2011-08-29,8924,765
13684,2011-08-29,37453,1655
13685,2011-08-29,13737,296
13688,2011-08-29,10617,815
13781,2011-08-29,35202,370
13782,2011-08-29,26089,1517
13790,2011-08-29,23824,1183
13792,2011-08-29,19755,999
13796,2011-08-29,25698,1247
13797,2011-08-29,47495,1732
13805,2011-08-29,22163,597
13890,2011-08-29,28158,765
13892,2011-08-29,68438,920
13893,2011-08-29,14445,1181
13894,2011-08-29,6810,2
13917,2011-08-29,0,1
13930,2011-08-29,22515,1312
13931,2011-08-29,62091,1678
13934,2011-08-29,53841,980
13935,2011-08-29,349807,1082
13936,2011-08-29,127686,1021
13938,2011-08-29,93416,219
13940,2011-08-29,98285,252
14105,2011-08-29,0,1
14128,2011-08-29,7765,648
14193,2011-08-29,0,1
14339,2011-08-29,0,1
14365,2011-08-29,0,1
14371,2011-08-29,0,1
14427,2011-08-29,0,1
14453,2011-08-29,15212,212
14521,2011-08-29,0,1
14618,2011-08-29,0,1
14821,2011-08-29,0,1
14835,2011-08-29,0,1
14840,2011-08-29,9467,1291
15071,2011-08-29,7339,174
15096,2011-08-29,15439,1589
15159,2011-08-29,53478,1548
15209,2011-08-29,34236,971
15218,2011-08-29,0,1
15229,2011-08-29,3200,648
15281,2011-08-29,0,1
15285,2011-08-29,39820,828
15358,2011-08-29,16478,1351
15575,2011-08-29,25256,765
15649,2011-08-29,34899,135
15735,2011-08-29,20590,788
15766,2011-08-29,14527,385
15840,2011-08-29,4928,72
15953,2011-08-29,31492,781
15982,2011-08-29,7830,782
16025,2011-08-29,6725,1665
16183,2011-08-29,0,1
16353,2011-08-29,132663,508
16626,2011-08-29,0,1
16717,2011-08-29,0,1
16738,2011-08-29,0,1
16761,2011-08-29,44043,1438
16892,2011-08-29,3905,1801
16902,2011-08-29,4648,118
16909,2011-08-29,8283,1514
17153,2011-08-29,162188,792
17158,2011-08-29,18100,2
17341,2011-08-29,30719,1468
17342,2011-08-29,0,1
17356,2011-08-29,4159,4
17370,2011-08-29,14157,180
17598,2011-08-29,5485,230
17752,2011-08-29,0,1
17790,2011-08-29,0,1
17876,2011-08-29,111465,1644
17960,2011-08-29,12174,1420
17970,2011-08-29,14086,1579
17989,2011-08-29,0,1
18079,2011-08-29,0,1
18105,2011-08-29,6084,535
18164,2011-08-29,33396,1237
18214,2011-08-29,0,1
18223,2011-08-29,9117,887
18375,2011-08-29,11226,1069
18416,2011-08-29,0,1
859,2011-09-05,3247,989
863,2011-09-05,8230,250
869,2011-09-05,11175,814
871,2011-09-05,0,1
880,2011-09-05,0,1
881,2011-09-05,7690,2
883,2011-09-05,12762,649
890,2011-09-05,33020,1120
892,2011-09-05,7178,1442
893,2011-09-05,11048,1579
894,2011-09-05,5219,3
959,2011-09-05,0,1
963,2011-09-05,0,1
969,2011-09-05,0,1
971,2011-09-05,0,1
980,2011-09-05,0,1
981,2011-09-05,0,1
983,2011-09-05,0,1
990,2011-09-05,0,1
992,2011-09-05,0,1
993,2011-09-05,0,1
994,2011-09-05,45000,1766
1799,2011-09-05,6924,1105
1800,2011-09-05,6098,1090
1802,2011-09-05,10287,1376
2022,2011-09-05,21544,836
2031,2011-09-05,0,1
2060,2011-09-05,0,1
2080,2011-09-05,0,1
2083,2011-09-05,0,1
2155,2011-09-05,0,1
2186,2011-09-05,0,1
2250,2011-09-05,0,1
2261,2011-09-05,0,1
2286,2011-09-05,6828,1600
2332,2011-09-05,10351,1092
2342,2011-09-05,12332,795
2371,2011-09-05,0,1
2394,2011-09-05,24018,1677
2673,2011-09-05,0,1
2692,2011-09-05,13657,1468
2810,2011-09-05,2657,1665
2825,2011-09-05,0,1
2897,2011-09-05,2300,2
3004,2011-09-05,21608,1755
3005,2011-09-05,32923,471
3006,2011-09-05,26965,13
3031,2011-09-05,98641,672
3130,2011-09-05,84429,672
3207,2011-09-05,23756,1611
3278,2011-09-05,22061,991
3384,2011-09-05,0,1
3428,2011-09-05,7809,330
3431,2011-09-05,6822,1479
3432,2011-09-05,8730,225
3437,2011-09-05,6026,683
3451,2011-09-05,0,1
3518,2011-09-05,0,1
3547,2011-09-05,0,1
3707,2011-09-05,0,1
3738,2011-09-05,12105,1251
3768,2011-09-05,2667,150
3822,2011-09-05,42735,1080
3841,2011-09-05,36755,634
3982,2011-09-05,2472,1828
4058,2011-09-05,12418,811
4145,2011-09-05,0,1
4216,2011-09-05,0,1
4329,2011-09-05,0,1
4376,2011-09-05,3311,330
4402,2011-09-05,2847,63
4404,2011-09-05,2168,1479
4413,2011-09-05,3281,243
4445,2011-09-05,2174,1767
4620,2011-09-05,0,1
4636,2011-09-05,0,1
4652,2011-09-05,3089,230
5034,2011-09-05,16999,609
5097,2011-09-05,0,1
5106,2011-09-05,0,1
5204,2011-09-05,57691,672
5239,2011-09-05,0,1
5257,2011-09-05,7352,1556
5277,2011-09-05,0,1
5309,2011-09-05,16291,1316
5328,2011-09-05,0,1
5429,2011-09-05,0,1
5434,2011-09-05,22144,1767
5545,2011-09-05,10780,1073
5546,2011-09-05,13417,1251
5587,2011-09-05,0,1
5621,2011-09-05,12659,915
5694,2011-09-05,10030,2
5770,2011-09-05,0,1
5802,2011-09-05,26669,234
5805,2011-09-05,38913,694
5828,2011-09-05,34407,1305
5855,2011-09-05,191048,312
5928,2011-09-05,810,2
5933,2011-09-05,5425,1611
5942,2011-09-05,6310,440
5950,2011-09-05,1558,2
5977,2011-09-05,21980,1811
5980,2011-09-05,43871,1575
5981,2011-09-05,45396,1426
5982,2011-09-05,68510,1298
5984,2011-09-05,54940,1536
5985,2011-09-05,159450,583
5987,2011-09-05,20496,285
5989,2011-09-05,32615,202
5992,2011-09-05,16086,1828
5995,2011-09-05,0,1
5996,2011-09-05,20348,935
6009,2011-09-05,3354,814
6010,2011-09-05,6339,1365
6011,2011-09-05,0,1
6014,2011-09-05,19921,556
6015,2011-09-05,18532,649
6018,2011-09-05,16907,464
6019,2011-09-05,26669,1160
6022,2011-09-05,0,1
6023,2011-09-05,0,1
6024,2011-09-05,0,1
6025,2011-09-05,56948,1384
6026,2011-09-05,43698,1651
6032,2011-09-05,12259,1120
6050,2011-09-05,22197,737
6060,2011-09-05,13333,1697
6063,2011-09-05,35574,496
6064,2011-09-05,21549,311
6065,2011-09-05,14626,459
6066,2011-09-05,52948,1713
6075,2011-09-05,11006,1054
6076,2011-09-05,23040,1426
6078,2011-09-05,0,1
6079,2011-09-05,8475,1171
6081,2011-09-05,41290,1818
6082,2011-09-05,29421,1233
6083,2011-09-05,23367,1229
6088,2011-09-05,3070,2
6090,2011-09-05,0,1
6124,2011-09-05,61350,1344
6126,2011-09-05,32925,1395
6127,2011-09-05,81331,1326
6130,2011-09-05,71551,1555
6136,2011-09-05,34763,561
6145,2011-09-05,29450,1329
6146,2011-09-05,6433,1766
6149,2011-09-05,8887,1119
6152,2011-09-05,18400,2
6160,2011-09-05,22830,648
6169,2011-09-05,13496,1305
6176,2011-09-05,8890,317
6179,2011-09-05,0,1
6210,2011-09-05,8520,381
6221,2011-09-05,83670,408
6235,2011-09-05,0,1
6249,2011-09-05,6063,1736
6253,2011-09-05,0,1
6270,2011-09-05,8293,1365
6279,2011-09-05,0,1
6296,2011-09-05,17605,1472
6297,2011-09-05,17834,1524
6298,2011-09-05,15120,1374
6299,2011-09-05,16286,1328
6300,2011-09-05,13619,1366
6301,2011-09-05,10303,1141
6302,2011-09-05,4186,1677
6303,2011-09-05,0,1
6304,2011-09-05,486,2
6305,2011-09-05,0,1
6306,2011-09-05,15545,1073
6308,2011-09-05,10224,1160
6309,2011-09-05,8046,969
6312,2011-09-05,19839,282
6313,2011-09-05,12748,1557
6316,2011-09-05,6226,212
6317,2011-09-05,8177,403
6318,2011-09-05,0,1
6365,2011-09-05,0,1
6504,2011-09-05,0,1
6643,2011-09-05,0,1
6675,2011-09-05,0,1
6706,2011-09-05,5953,1376
6709,2011-09-05,0,1
6761,2011-09-05,14890,72
6799,2011-09-05,0,1
6808,2011-09-05,10320,1376
6814,2011-09-05,11321,1455
6818,2011-09-05,9593,1387
6882,2011-09-05,0,1
6932,2011-09-05,0,1
6969,2011-09-05,0,1
6971,2011-09-05,10611,545
7165,2011-09-05,27344,1237
7198,2011-09-05,19396,870
7270,2011-09-05,5900,2
7327,2011-09-05,0,1
7489,2011-09-05,0,1
7769,2011-09-05,10868,52
7770,2011-09-05,51404,1398
7800,2011-09-05,38366,1512
7916,2011-09-05,0,1
7979,2011-09-05,28588,824
7994,2011-09-05,119088,1152
8033,2011-09-05,108873,261
8035,2011-09-05,44551,1273
8098,2011-09-05,19366,841
8123,2011-09-05,5291,1105
8153,2011-09-05,38077,1640
8188,2011-09-05,23030,68
8207,2011-09-05,0,1
8214,2011-09-05,0,1
8231,2011-09-05,3939,1280
8246,2011-09-05,0,1
8288,2011-09-05,0,1
8348,2011-09-05,4874,1120
8421,2011-09-05,0,1
8478,2011-09-05,0,1
8504,2011-09-05,0,1
8642,2011-09-05,99927,994
8676,2011-09-05,30910,1492
8717,2011-09-05,7525,431
8789,2011-09-05,136440,140
8842,2011-09-05,5158,1090
9097,2011-09-05,24155,644
9257,2011-09-05,16251,940
9318,2011-09-05,0,1
9362,2011-09-05,6170,2
9442,2011-09-05,0,1
9453,2011-09-05,0,1
9686,2011-09-05,0,1
9711,2011-09-05,22470,2
9932,2011-09-05,18472,1205
10020,2011-09-05,0,1
10230,2011-09-05,192343,1177
10233,2011-09-05,103996,736
10255,2011-09-05,0,1
10316,2011-09-05,0,1
10448,2011-09-05,0,1
10511,2011-09-05,0,1
10524,2011-09-05,0,1
10653,2011-09-05,0,1
10772,2011-09-05,0,1
10810,2011-09-05,0,1
11004,2011-09-05,13100,1677
11270,2011-09-05,0,1
11271,2011-09-05,0,1
11379,2011-09-05,41911,135
11434,2011-09-05,0,1
11486,2011-09-05,0,1
11600,2011-09-05,0,1
11613,2011-09-05,0,1
11637,2011-09-05,0,1
11652,2011-09-05,0,1
11655,2011-09-05,13418,1644
11750,2011-09-05,0,1
11789,2011-09-05,0,1
11805,2011-09-05,1938,2
11822,2011-09-05,0,1
11825,2011-09-05,16124,1492
11827,2011-09-05,0,1
11834,2011-09-05,0,1
11889,2011-09-05,0,1
11961,2011-09-05,0,1
11971,2011-09-05,53888,1844
11975,2011-09-05,5661,1329
12002,2011-09-05,0,1
12006,2011-09-05,4220,2
12091,2011-09-05,0,1
12166,2011-09-05,0,1
12202,2011-09-05,17942,1297
12223,2011-09-05,0,1
12316,2011-09-05,0,1
12400,2011-09-05,0,1
12538,2011-09-05,6290,2
12600,2011-09-05,0,1
12615,2011-09-05,15261,1356
12670,2011-09-05,17700,1460
12760,2011-09-05,0,1
12807,2011-09-05,0,1
12976,2011-09-05,58215,1262
13062,2011-09-05,9064,703
13079,2011-09-05,2937,1266
13080,2011-09-05,0,1
13082,2011-09-05,0,1
13083,2011-09-05,0,1
13084,2011-09-05,10684,1251
13085,2011-09-05,7905,1600
13086,2011-09-05,11126,1784
13087,2011-09-05,9121,160
13089,2011-09-05,23106,1237
13091,2011-09-05,0,1
13092,2011-09-05,0,1
13111,2011-09-05,9167,974
13117,2011-09-05,11314,1054
13118,2011-09-05,9444,1468
13147,2011-09-05,20629,1049
13150,2011-09-05,9870,1251
13173,2011-09-05,40673,804
13200,2011-09-05,0,1
13201,2011-09-05,2390,648
13210,2011-09-05,15785,1230
13213,2011-09-05,8506,385
13216,2011-09-05,0,1
13217,2011-09-05,15157,1126
13225,2011-09-05,8722,513
13235,2011-09-05,17630,1378
13241,2011-09-05,13659,792
13243,2011-09-05,28125,1364
13244,2011-09-05,11566,1070
13259,2011-09-05,19292,820
13262,2011-09-05,6911,126
13263,2011-09-05,0,1
13270,2011-09-05,8147,969
13273,2011-09-05,15432,1248
13288,2011-09-05,12099,1443
13290,2011-09-05,11858,267
13294,2011-09-05,13625,337
13296,2011-09-05,9511,243
13298,2011-09-05,67425,718
13300,2011-09-05,6807,1666
13301,2011-09-05,10652,330
13302,2011-09-05,7808,1707
13304,2011-09-05,33668,1504
13305,2011-09-05,36476,1435
13309,2011-09-05,13014,1108
13311,2011-09-05,12123,1040
13313,2011-09-05,8797,694
13314,2011-09-05,23303,860
13315,2011-09-05,34954,8
13320,2011-09-05,19112,979
13323,2011-09-05,0,1
13325,2011-09-05,0,1
13326,2011-09-05,29874,913
13331,2011-09-05,9330,1230
13332,2011-09-05,26523,1010
13334,2011-09-05,0,1
13336,2011-09-05,10530,2
13337,2011-09-05,5030,1181
13344,2011-09-05,31588,912
13347,2011-09-05,0,1
13349,2011-09-05,10791,657
13359,2011-09-05,12913,540
13362,2011-09-05,1920,1181
13364,2011-09-05,42824,1547
13367,2011-09-05,2692,234
13370,2011-09-05,0,1
13374,2011-09-05,11823,1016
13380,2011-09-05,14019,1129
13381,2011-09-05,16884,1322
13382,2011-09-05,20404,1401
13383,2011-09-05,37054,124
13384,2011-09-05,17106,1323
13385,2011-09-05,14219,1356
13402,2011-09-05,8003,940
13403,2011-09-05,6666,915
13405,2011-09-05,3374,1237
13406,2011-09-05,1960,2
13407,2011-09-05,4457,1677
13414,2011-09-05,0,1
13416,2011-09-05,2712,1182
13426,2011-09-05,34703,399
13428,2011-09-05,9841,535
13429,2011-09-05,9568,305
13432,2011-09-05,5514,1182
13433,2011-09-05,7046,520
13438,2011-09-05,21128,1294
13439,2011-09-05,22116,854
13443,2011-09-05,13598,90
13444,2011-09-05,5463,415
13446,2011-09-05,14690,648
13453,2011-09-05,7260,13
13458,2011-09-05,29018,904
13461,2011-09-05,75196,654
13463,2011-09-05,479505,1581
13464,2011-09-05,45824,1329
13467,2011-09-05,90884,649
13482,2011-09-05,15147,1443
13499,2011-09-05,0,1
13515,2011-09-05,20639,148
13520,2011-09-05,36594,497
13526,2011-09-05,24789,1535
13527,2011-09-05,30989,836
13528,2011-09-05,90360,1456
13531,2011-09-05,20976,1339
13532,2011-09-05,44592,1521
13533,2011-09-05,14388,1260
13535,2011-09-05,0,1
13537,2011-09-05,0,1
13550,2011-09-05,0,1
13554,2011-09-05,0,1
13556,2011-09-05,105245,1768
13561,2011-09-05,7990,621
13571,2011-09-05,8739,1845
13574,2011-09-05,10794,1426
13582,2011-09-05,25994,1314
13594,2011-09-05,15318,1536
13595,2011-09-05,28834,1442
13596,2011-09-05,52460,1556
13600,2011-09-05,18742,1707
13604,2011-09-05,43327,305
13611,2011-09-05,11280,1579
13615,2011-09-05,93106,655
13627,2011-09-05,6657,471
13628,2011-09-05,4550,160
13629,2011-09-05,11874,369
13633,2011-09-05,12883,1078
