"product","date","revenue","units","price"
13173,"2012-01-23",25866,1306,19.8055130168453
13200,"2012-01-23",0,1,0
13201,"2012-01-23",0,1,0
13210,"2012-01-23",14031,1108,12.663357400722
13213,"2012-01-23",8822,491,17.9674134419552
13216,"2012-01-23",0,1,0
13217,"2012-01-23",17493,1164,15.0283505154639
13225,"2012-01-23",8189,409,20.0220048899756
13235,"2012-01-23",15918,1233,12.9099756690998
13241,"2012-01-23",13822,839,16.4743742550656
13243,"2012-01-23",29214,1381,21.1542360608255
13244,"2012-01-23",10702,999,10.7127127127127
13259,"2012-01-23",20787,883,23.5413363533409
13262,"2012-01-23",7362,181,40.6740331491713
13263,"2012-01-23",0,1,0
13270,"2012-01-23",6647,1556,4.27185089974293
13273,"2012-01-23",14510,1283,11.3094310210444
13288,"2012-01-23",11317,1205,9.39170124481328
13290,"2012-01-23",10407,234,44.474358974359
13294,"2012-01-23",17170,615,27.9186991869919
13296,"2012-01-23",10694,275,38.8872727272727
13298,"2012-01-23",93207,973,95.7934224049332
13300,"2012-01-23",8311,169,49.1775147928994
13301,"2012-01-23",12762,376,33.9414893617021
13302,"2012-01-23",10727,169,63.4733727810651
13304,"2012-01-23",37128,1628,22.8058968058968
13305,"2012-01-23",40068,1545,25.9339805825243
13309,"2012-01-23",13007,1029,12.6404275996113
13311,"2012-01-23",12492,1002,12.4670658682635
13313,"2012-01-23",10017,811,12.3514180024661
13314,"2012-01-23",26385,878,30.0512528473804
13315,"2012-01-23",55665,414,134.45652173913
13320,"2012-01-23",23259,1049,22.1725452812202
13323,"2012-01-23",10114,744,13.5940860215054
13325,"2012-01-23",15815,1442,10.9674063800277
13326,"2012-01-23",32077,782,41.0191815856777
13331,"2012-01-23",11587,1417,8.17713479181369
13332,"2012-01-23",28117,970,28.9865979381443
13334,"2012-01-23",7893,597,13.2211055276382
13336,"2012-01-23",15397,1556,9.8952442159383
13337,"2012-01-23",6497,250,25.988
13344,"2012-01-23",26842,683,39.3001464128843
13347,"2012-01-23",0,1,0
13349,"2012-01-23",7518,330,22.7818181818182
13359,"2012-01-23",14051,694,20.2463976945245
13362,"2012-01-23",0,1,0
13364,"2012-01-23",47056,1635,28.7804281345566
13367,"2012-01-23",2538,1503,1.68862275449102
13370,"2012-01-23",0,1,0
13374,"2012-01-23",13319,859,15.5052386495925
13380,"2012-01-23",16008,1221,13.1105651105651
13381,"2012-01-23",18177,1397,13.0114531138153
13382,"2012-01-23",17970,1372,13.097667638484
13383,"2012-01-23",33478,110,304.345454545455
13384,"2012-01-23",16003,1299,12.3194765204003
13385,"2012-01-23",13762,1337,10.2931937172775
13402,"2012-01-23",7028,781,8.99871959026889
13403,"2012-01-23",5844,479,12.2004175365344
13405,"2012-01-23",3926,1431,2.74353598881901
13406,"2012-01-23",0,1,0
13407,"2012-01-23",5052,1376,3.67151162790698
13414,"2012-01-23",0,1,0
13416,"2012-01-23",7570,1503,5.03659347970725
13426,"2012-01-23",33672,388,86.7835051546392
13428,"2012-01-23",11072,415,26.6795180722892
13429,"2012-01-23",15228,479,31.7912317327766
13432,"2012-01-23",1500,2,750
13433,"2012-01-23",4180,1329,3.14522197140707
13438,"2012-01-23",20196,1262,16.0031695721078
13439,"2012-01-23",27051,1047,25.836676217765
13443,"2012-01-23",11361,1600,7.100625
13444,"2012-01-23",6209,1376,4.51235465116279
13446,"2012-01-23",0,1,0
13453,"2012-01-23",7808,160,48.8
13458,"2012-01-23",23622,609,38.7881773399015
13461,"2012-01-23",78250,589,132.852292020374
13463,"2012-01-23",476318,1523,312.749835850295
13464,"2012-01-23",49390,2,24695
13467,"2012-01-23",69001,250,276.004
13482,"2012-01-23",12002,1140,10.5280701754386
13499,"2012-01-23",0,1,0
13515,"2012-01-23",14595,1587,9.19659735349716
13520,"2012-01-23",37097,532,69.7312030075188
13526,"2012-01-23",16995,1199,14.1743119266055
13527,"2012-01-23",30810,767,40.1694915254237
13528,"2012-01-23",102415,1551,66.0315925209542
13531,"2012-01-23",27863,1297,21.4826522744796
13532,"2012-01-23",45440,1457,31.1873713109128
13533,"2012-01-23",12963,1086,11.9364640883978
13535,"2012-01-23",0,1,0
13537,"2012-01-23",0,1,0
13550,"2012-01-23",0,1,0
13554,"2012-01-23",0,1,0
13556,"2012-01-23",135495,71,1908.38028169014
13561,"2012-01-23",6556,285,23.0035087719298
13571,"2012-01-23",11847,296,40.0236486486486
13574,"2012-01-23",2785,1038,2.68304431599229
13582,"2012-01-23",21286,1175,18.1157446808511
13594,"2012-01-23",11306,97,116.556701030928
13595,"2012-01-23",47102,1442,32.6643550624133
13596,"2012-01-23",54585,1766,30.9088335220838
13600,"2012-01-23",18727,1492,12.5516085790885
13604,"2012-01-23",39055,97,402.628865979381
13611,"2012-01-23",9939,1525,6.51737704918033
13615,"2012-01-23",96686,583,165.842195540309
13627,"2012-01-23",7437,496,14.9939516129032
13628,"2012-01-23",5468,263,20.7908745247148
13629,"2012-01-23",7769,118,65.8389830508475
13633,"2012-01-23",16735,1163,14.3895098882201
13637,"2012-01-23",24233,1366,17.7401171303075
13643,"2012-01-23",26633,984,27.0660569105691
13644,"2012-01-23",67119,1212,55.3787128712871
13645,"2012-01-23",16319,990,16.4838383838384
13650,"2012-01-23",4255,337,12.6261127596439
13651,"2012-01-23",6813,991,6.87487386478305
13653,"2012-01-23",24141,1643,14.6932440657334
13658,"2012-01-23",16041,577,27.8006932409012
13663,"2012-01-23",8600,1183,7.26965342349958
13664,"2012-01-23",0,1,0
13666,"2012-01-23",5143,81,63.4938271604938
13684,"2012-01-23",33967,1443,23.5391545391545
13685,"2012-01-23",11633,1821,6.38824821526634
13688,"2012-01-23",9078,630,14.4095238095238
13781,"2012-01-23",33210,193,172.072538860104
13782,"2012-01-23",26578,1544,17.2137305699482
13790,"2012-01-23",18823,960,19.6072916666667
13792,"2012-01-23",16820,845,19.905325443787
13796,"2012-01-23",17205,949,18.1296101159115
13797,"2012-01-23",26576,1194,22.2579564489112
13805,"2012-01-23",16150,305,52.9508196721311
13890,"2012-01-23",30098,778,38.6863753213368
13892,"2012-01-23",60686,740,82.0081081081081
13893,"2012-01-23",0,1,0
13894,"2012-01-23",0,1,0
13917,"2012-01-23",0,1,0
13930,"2012-01-23",21049,1268,16.6001577287066
13931,"2012-01-23",56972,1522,37.4323258869908
13934,"2012-01-23",46975,752,62.4667553191489
13935,"2012-01-23",152288,1853,82.184565569347
13936,"2012-01-23",99475,775,128.354838709677
13938,"2012-01-23",92891,202,459.856435643564
13940,"2012-01-23",75141,1722,43.6358885017422
14105,"2012-01-23",0,1,0
14128,"2012-01-23",0,1,0
14193,"2012-01-23",9690,2,4845
14339,"2012-01-23",0,1,0
14365,"2012-01-23",0,1,0
14371,"2012-01-23",0,1,0
14427,"2012-01-23",0,1,0
14453,"2012-01-23",3975,648,6.13425925925926
14521,"2012-01-23",0,1,0
14618,"2012-01-23",0,1,0
14821,"2012-01-23",0,1,0
14835,"2012-01-23",0,1,0
14840,"2012-01-23",4712,649,7.26040061633282
15071,"2012-01-23",7970,416,19.1586538461538
15096,"2012-01-23",11128,1766,6.30124575311438
15159,"2012-01-23",49564,1456,34.0412087912088
15209,"2012-01-23",35536,917,38.752453653217
15218,"2012-01-23",0,1,0
15229,"2012-01-23",6400,1181,5.41913632514818
15281,"2012-01-23",0,1,0
15285,"2012-01-23",39649,863,45.9432213209734
15358,"2012-01-23",16027,1227,13.0619396903015
15575,"2012-01-23",0,1,0
15649,"2012-01-23",27312,1755,15.5623931623932
15735,"2012-01-23",5951,180,33.0611111111111
15766,"2012-01-23",5444,250,21.776
15840,"2012-01-23",4290,1622,2.64488286066584
15953,"2012-01-23",37226,853,43.641266119578
15982,"2012-01-23",10803,1015,10.6433497536946
16025,"2012-01-23",4987,744,6.70295698924731
16183,"2012-01-23",0,1,0
16353,"2012-01-23",108324,296,365.959459459459
16626,"2012-01-23",0,1,0
16717,"2012-01-23",0,1,0
16738,"2012-01-23",0,1,0
16761,"2012-01-23",33647,1141,29.4890446976337
16892,"2012-01-23",3744,513,7.29824561403509
16902,"2012-01-23",3249,424,7.6627358490566
16909,"2012-01-23",6033,1181,5.10838272650296
17153,"2012-01-23",251009,820,306.108536585366
17158,"2012-01-23",18100,2,9050
17341,"2012-01-23",31120,1054,29.5256166982922
17342,"2012-01-23",0,1,0
17356,"2012-01-23",3806,634,6.00315457413249
17370,"2012-01-23",22040,648,34.0123456790123
17598,"2012-01-23",3687,520,7.09038461538462
17752,"2012-01-23",0,1,0
17790,"2012-01-23",17518,1280,13.6859375
17876,"2012-01-23",181720,1468,123.787465940055
17960,"2012-01-23",14445,1479,9.76673427991886
17970,"2012-01-23",13194,1492,8.84316353887399
17989,"2012-01-23",0,1,0
18079,"2012-01-23",8347,887,9.41037204058625
18105,"2012-01-23",4625,3,1541.66666666667
18164,"2012-01-23",27600,1038,26.5895953757225
18214,"2012-01-23",0,1,0
18223,"2012-01-23",9224,180,51.2444444444444
18375,"2012-01-23",9903,949,10.4351949420443
18416,"2012-01-23",0,1,0
859,"2012-01-30",6305,648,9.72993827160494
863,"2012-01-30",5173,1160,4.45948275862069
869,"2012-01-30",6200,1766,3.51075877689694
871,"2012-01-30",0,1,0
880,"2012-01-30",0,1,0
881,"2012-01-30",13729,1745,7.8676217765043
883,"2012-01-30",7142,180,39.6777777777778
890,"2012-01-30",1000,2,500
892,"2012-01-30",19877,1330,14.9451127819549
893,"2012-01-30",8709,1409,6.18097941802697
894,"2012-01-30",12561,263,47.7604562737643
959,"2012-01-30",0,1,0
963,"2012-01-30",0,1,0
969,"2012-01-30",0,1,0
971,"2012-01-30",0,1,0
980,"2012-01-30",0,1,0
981,"2012-01-30",0,1,0
983,"2012-01-30",0,1,0
990,"2012-01-30",0,1,0
992,"2012-01-30",0,1,0
993,"2012-01-30",0,1,0
994,"2012-01-30",0,1,0
1799,"2012-01-30",5578,1054,5.29222011385199
1800,"2012-01-30",6819,1120,6.08839285714286
1802,"2012-01-30",17284,13,1329.53846153846
2022,"2012-01-30",0,1,0
2031,"2012-01-30",0,1,0
2060,"2012-01-30",0,1,0
2080,"2012-01-30",0,1,0
2083,"2012-01-30",5008,702,7.13390313390313
2155,"2012-01-30",0,1,0
2186,"2012-01-30",0,1,0
2250,"2012-01-30",0,1,0
2261,"2012-01-30",0,1,0
2286,"2012-01-30",7150,1736,4.11866359447005
2332,"2012-01-30",10502,1100,9.54727272727273
2342,"2012-01-30",13253,785,16.8828025477707
2371,"2012-01-30",0,1,0
2394,"2012-01-30",25190,1821,13.8330587589237
2673,"2012-01-30",0,1,0
2692,"2012-01-30",11903,1398,8.51430615164521
2810,"2012-01-30",4932,97,50.8453608247423
2825,"2012-01-30",0,1,0
2897,"2012-01-30",0,1,0
3004,"2012-01-30",27968,1821,15.3585941790225
3005,"2012-01-30",28212,409,68.9779951100245
3006,"2012-01-30",25886,81,319.58024691358
3031,"2012-01-30",71817,1171,61.3296327924851
3130,"2012-01-30",61937,1178,52.5780984719864
3207,"2012-01-30",38973,52,749.480769230769
3278,"2012-01-30",20647,865,23.8693641618497
3384,"2012-01-30",0,1,0
3428,"2012-01-30",7686,471,16.3184713375796
3431,"2012-01-30",5302,3,1767.33333333333
3432,"2012-01-30",5385,3,1795
3437,"2012-01-30",2760,648,4.25925925925926
3451,"2012-01-30",0,1,0
3518,"2012-01-30",0,1,0
3547,"2012-01-30",0,1,0
3707,"2012-01-30",0,1,0
3738,"2012-01-30",11778,1316,8.94984802431611
3768,"2012-01-30",3191,212,15.0518867924528
3822,"2012-01-30",104685,155,675.387096774194
3841,"2012-01-30",44936,815,55.1361963190184
3982,"2012-01-30",2419,1793,1.34913552704964
4058,"2012-01-30",12623,824,15.3191747572816
4145,"2012-01-30",0,1,0
4216,"2012-01-30",0,1,0
4329,"2012-01-30",0,1,0
4376,"2012-01-30",3206,230,13.9391304347826
4402,"2012-01-30",3088,220,14.0363636363636
4404,"2012-01-30",2243,1442,1.55547850208044
4413,"2012-01-30",4343,385,11.2805194805195
4445,"2012-01-30",970,648,1.49691358024691
4620,"2012-01-30",0,1,0
4636,"2012-01-30",0,1,0
4652,"2012-01-30",3663,317,11.5552050473186
5034,"2012-01-30",19006,440,43.1954545454545
5097,"2012-01-30",10747,479,22.4363256784969
5106,"2012-01-30",0,1,0
5204,"2012-01-30",42322,1178,35.9269949066214
5239,"2012-01-30",0,1,0
5257,"2012-01-30",9196,250,36.784
5277,"2012-01-30",11820,990,11.9393939393939
5309,"2012-01-30",14401,1479,9.736984448952
5328,"2012-01-30",0,1,0
5429,"2012-01-30",13914,969,14.359133126935
5434,"2012-01-30",22350,169,132.248520710059
5545,"2012-01-30",11156,1120,9.96071428571429
5546,"2012-01-30",11112,1090,10.194495412844
5587,"2012-01-30",0,1,0
5621,"2012-01-30",12773,814,15.6916461916462
5694,"2012-01-30",0,1,0
5770,"2012-01-30",0,1,0
5802,"2012-01-30",25166,135,186.414814814815
5805,"2012-01-30",33783,267,126.52808988764
5828,"2012-01-30",51596,1611,32.0273122284295
5855,"2012-01-30",238164,539,441.862708719852
5928,"2012-01-30",0,1,0
5933,"2012-01-30",5123,1443,3.55024255024255
5942,"2012-01-30",6334,392,16.1581632653061
5950,"2012-01-30",5208,535,9.73457943925234
5977,"2012-01-30",17420,1821,9.56617243272927
5980,"2012-01-30",47962,1679,28.565812983919
5981,"2012-01-30",53784,1474,36.4884667571235
5982,"2012-01-30",104314,1812,57.5684326710817
5984,"2012-01-30",47308,1568,30.1709183673469
5985,"2012-01-30",179048,726,246.62258953168
5987,"2012-01-30",22384,306,73.1503267973856
5989,"2012-01-30",83854,1670,50.2119760479042
5992,"2012-01-30",36784,657,55.9878234398782
5995,"2012-01-30",0,1,0
5996,"2012-01-30",8715,814,10.7063882063882
6009,"2012-01-30",2895,915,3.16393442622951
6010,"2012-01-30",6398,1387,4.61283345349676
6011,"2012-01-30",0,1,0
6014,"2012-01-30",28643,1052,27.2271863117871
6015,"2012-01-30",23950,1305,18.3524904214559
6018,"2012-01-30",21600,713,30.2945301542777
6019,"2012-01-30",26637,1090,24.4376146788991
6022,"2012-01-30",0,1,0
6023,"2012-01-30",0,1,0
6024,"2012-01-30",0,1,0
6025,"2012-01-30",74809,1500,49.8726666666667
6026,"2012-01-30",52145,1778,29.3278965129359
6032,"2012-01-30",12700,1038,12.2350674373796
6050,"2012-01-30",27867,832,33.4939903846154
6060,"2012-01-30",15280,1717,8.89924286546302
6063,"2012-01-30",38146,480,79.4708333333333
6064,"2012-01-30",23430,381,61.496062992126
6065,"2012-01-30",16519,708,23.3319209039548
6066,"2012-01-30",53072,1696,31.2924528301887
6075,"2012-01-30",21092,1546,13.6429495472186
6076,"2012-01-30",36598,1136,32.2165492957746
6078,"2012-01-30",0,1,0
6079,"2012-01-30",3250,1329,2.44544770504138
6081,"2012-01-30",46078,247,186.550607287449
6082,"2012-01-30",32338,1150,28.12
6083,"2012-01-30",22683,1254,18.0885167464115
6088,"2012-01-30",0,1,0
6090,"2012-01-30",0,1,0
6124,"2012-01-30",81311,1548,52.5264857881137
6126,"2012-01-30",41182,1538,26.77633289987
6127,"2012-01-30",72306,1227,58.9290953545232
6130,"2012-01-30",107663,10,10766.3
6136,"2012-01-30",36133,676,53.4511834319527
6145,"2012-01-30",0,1,0
6146,"2012-01-30",5831,1329,4.3875094055681
6149,"2012-01-30",6116,667,9.16941529235382
6152,"2012-01-30",14722,2,7361
6160,"2012-01-30",22970,2,11485
6169,"2012-01-30",16097,1353,11.8972653362897
6176,"2012-01-30",6750,1054,6.40417457305503
6179,"2012-01-30",0,1,0
6210,"2012-01-30",13353,760,17.5697368421053
6221,"2012-01-30",86387,439,196.78132118451
6235,"2012-01-30",0,1,0
6249,"2012-01-30",5725,1707,3.35383714118336
6253,"2012-01-30",0,1,0
6270,"2012-01-30",7350,1316,5.58510638297872
6279,"2012-01-30",0,1,0
6296,"2012-01-30",13306,1298,10.251155624037
6297,"2012-01-30",13413,1265,10.603162055336
6298,"2012-01-30",12700,1204,10.5481727574751
6299,"2012-01-30",10065,1021,9.85798237022527
6300,"2012-01-30",13798,1175,11.7429787234043
6301,"2012-01-30",11850,1115,10.627802690583
6302,"2012-01-30",4457,1707,2.61101347393087
6303,"2012-01-30",4969,1492,3.33042895442359
6304,"2012-01-30",0,1,0
6305,"2012-01-30",3620,2,1810
6306,"2012-01-30",26819,1291,20.7738187451588
6308,"2012-01-30",11804,1330,8.87518796992481
6309,"2012-01-30",10187,1054,9.66508538899431
6312,"2012-01-30",22486,530,42.4264150943396
6313,"2012-01-30",13187,1546,8.52975420439845
6316,"2012-01-30",7073,160,44.20625
6317,"2012-01-30",6625,135,49.0740740740741
6318,"2012-01-30",0,1,0
6365,"2012-01-30",0,1,0
6504,"2012-01-30",0,1,0
6643,"2012-01-30",0,1,0
6675,"2012-01-30",0,1,0
6706,"2012-01-30",7665,1568,4.88839285714286
6709,"2012-01-30",0,1,0
6761,"2012-01-30",6392,1556,4.10796915167095
6799,"2012-01-30",0,1,0
6808,"2012-01-30",5615,1442,3.89389736477115
6814,"2012-01-30",9600,180,53.3333333333333
6818,"2012-01-30",8500,1329,6.39578630549285
6882,"2012-01-30",0,1,0
6932,"2012-01-30",0,1,0
6969,"2012-01-30",0,1,0
6971,"2012-01-30",12366,403,30.6848635235732
7165,"2012-01-30",51644,1845,27.9913279132791
7198,"2012-01-30",18533,772,24.0064766839378
7270,"2012-01-30",0,1,0
7327,"2012-01-30",0,1,0
7489,"2012-01-30",0,1,0
7769,"2012-01-30",12440,259,48.030888030888
7770,"2012-01-30",42865,1514,28.3124174372523
7800,"2012-01-30",42393,1501,28.2431712191872
7916,"2012-01-30",0,1,0
7979,"2012-01-30",29969,941,31.8480340063762
7994,"2012-01-30",127694,1094,116.722120658135
8033,"2012-01-30",110348,85,1298.21176470588
8035,"2012-01-30",48627,1345,36.1539033457249
8098,"2012-01-30",13950,385,36.2337662337662
8123,"2012-01-30",8181,1633,5.00979791794244
8153,"2012-01-30",33032,1537,21.491216655823
8188,"2012-01-30",22430,46,487.608695652174
8207,"2012-01-30",0,1,0
8214,"2012-01-30",0,1,0
8231,"2012-01-30",1490,1181,1.26164267569856
8246,"2012-01-30",0,1,0
8288,"2012-01-30",0,1,0
8348,"2012-01-30",2960,989,2.99292214357937
8421,"2012-01-30",0,1,0
8478,"2012-01-30",0,1,0
8504,"2012-01-30",0,1,0
8642,"2012-01-30",112120,965,116.186528497409
8676,"2012-01-30",32170,1633,19.6999387630129
8717,"2012-01-30",14685,1194,12.2989949748744
8789,"2012-01-30",214609,570,376.50701754386
8842,"2012-01-30",6395,1568,4.07844387755102
9097,"2012-01-30",43180,1276,33.8401253918495
9257,"2012-01-30",18248,1038,17.5799614643545
9318,"2012-01-30",0,1,0
9362,"2012-01-30",0,1,0
9442,"2012-01-30",14985,1442,10.3918169209431
9453,"2012-01-30",0,1,0
9686,"2012-01-30",0,1,0
9711,"2012-01-30",22470,2,11235
9932,"2012-01-30",15439,990,15.5949494949495
10020,"2012-01-30",0,1,0
10230,"2012-01-30",223667,1211,184.696118909992
10233,"2012-01-30",150438,961,156.543184183143
10255,"2012-01-30",0,1,0
10316,"2012-01-30",0,1,0
10448,"2012-01-30",0,1,0
10511,"2012-01-30",0,1,0
10524,"2012-01-30",0,1,0
10653,"2012-01-30",0,1,0
10772,"2012-01-30",0,1,0
10810,"2012-01-30",0,1,0
11004,"2012-01-30",5210,1181,4.41151566469094
11270,"2012-01-30",0,1,0
11271,"2012-01-30",0,1,0
11379,"2012-01-30",49698,285,174.378947368421
11434,"2012-01-30",0,1,0
11486,"2012-01-30",0,1,0
11600,"2012-01-30",0,1,0
11613,"2012-01-30",0,1,0
11637,"2012-01-30",0,1,0
11652,"2012-01-30",0,1,0
11655,"2012-01-30",15607,1725,9.04753623188406
11750,"2012-01-30",0,1,0
11789,"2012-01-30",0,1,0
11805,"2012-01-30",0,1,0
11822,"2012-01-30",0,1,0
11825,"2012-01-30",23923,196,122.05612244898
11827,"2012-01-30",0,1,0
11834,"2012-01-30",0,1,0
11889,"2012-01-30",0,1,0
11961,"2012-01-30",0,1,0
11971,"2012-01-30",57302,95,603.178947368421
11975,"2012-01-30",4718,648,7.28086419753086
12002,"2012-01-30",0,1,0
12006,"2012-01-30",0,1,0
12091,"2012-01-30",0,1,0
12166,"2012-01-30",0,1,0
12202,"2012-01-30",0,1,0
12223,"2012-01-30",0,1,0
12316,"2012-01-30",0,1,0
12400,"2012-01-30",6290,2,3145
12538,"2012-01-30",0,1,0
12600,"2012-01-30",0,1,0
12615,"2012-01-30",16026,1375,11.6552727272727
12670,"2012-01-30",18889,1520,12.4269736842105
12760,"2012-01-30",0,1,0
12807,"2012-01-30",0,1,0
12976,"2012-01-30",37262,836,44.5717703349282
13062,"2012-01-30",10712,860,12.4558139534884
13079,"2012-01-30",4913,52,94.4807692307692
13080,"2012-01-30",0,1,0
13082,"2012-01-30",0,1,0
13083,"2012-01-30",0,1,0
13084,"2012-01-30",12974,1365,9.5047619047619
13085,"2012-01-30",7062,1644,4.2956204379562
13086,"2012-01-30",15763,311,50.6848874598071
13087,"2012-01-30",14417,572,25.2045454545455
13089,"2012-01-30",16938,853,19.8569753810082
13091,"2012-01-30",0,1,0
13092,"2012-01-30",0,1,0
13111,"2012-01-30",11083,1156,9.58737024221453
13117,"2012-01-30",16277,1291,12.6080557707204
13118,"2012-01-30",11410,1455,7.84192439862543
13147,"2012-01-30",30644,1336,22.937125748503
13150,"2012-01-30",12723,1431,8.89098532494759
13173,"2012-01-30",25647,1299,19.743648960739
13200,"2012-01-30",0,1,0
13201,"2012-01-30",0,1,0
13210,"2012-01-30",17563,1296,13.5516975308642
13213,"2012-01-30",10265,604,16.9950331125828
13216,"2012-01-30",0,1,0
13217,"2012-01-30",17219,1136,15.1575704225352
13225,"2012-01-30",9804,572,17.1398601398601
13235,"2012-01-30",18782,1374,13.669577874818
13241,"2012-01-30",17099,964,17.7375518672199
13243,"2012-01-30",33102,1451,22.8132322536182
13244,"2012-01-30",12037,1002,12.0129740518962
13259,"2012-01-30",23805,995,23.9246231155779
13262,"2012-01-30",7322,126,58.1111111111111
13263,"2012-01-30",0,1,0
13270,"2012-01-30",6766,1442,4.69209431345354
13273,"2012-01-30",14462,1245,11.6160642570281
13288,"2012-01-30",11661,1353,8.61862527716186
13290,"2012-01-30",11946,230,51.9391304347826
13294,"2012-01-30",14979,530,28.2622641509434
13296,"2012-01-30",11317,311,36.3890675241158
13298,"2012-01-30",97874,1009,97.0009910802775
13300,"2012-01-30",7590,143,53.0769230769231
13301,"2012-01-30",10892,299,36.4280936454849
13302,"2012-01-30",11398,24,474.916666666667
13304,"2012-01-30",42127,1760,23.9357954545455
13305,"2012-01-30",42784,1540,27.7818181818182
13309,"2012-01-30",15950,1219,13.084495488105
13311,"2012-01-30",13358,1042,12.8195777351248
13313,"2012-01-30",12714,1045,12.1665071770335
13314,"2012-01-30",30720,988,31.0931174089069
13315,"2012-01-30",61132,529,115.561436672968
13320,"2012-01-30",21048,976,21.5655737704918
13323,"2012-01-30",11928,702,16.991452991453
13325,"2012-01-30",18628,97,192.041237113402
13326,"2012-01-30",27544,749,36.7743658210948
13331,"2012-01-30",10781,1373,7.85214857975237
13332,"2012-01-30",24862,959,25.9249217935349
13334,"2012-01-30",6899,702,9.82763532763533
13336,"2012-01-30",19042,915,20.8109289617486
13337,"2012-01-30",7697,305,25.2360655737705
13344,"2012-01-30",29483,859,34.3224679860303
13347,"2012-01-30",0,1,0
13349,"2012-01-30",9015,536,16.8190298507463
13359,"2012-01-30",15199,716,21.2276536312849
13362,"2012-01-30",0,1,0
13364,"2012-01-30",55899,1781,31.3862998315553
13367,"2012-01-30",2902,63,46.0634920634921
13370,"2012-01-30",0,1,0
13374,"2012-01-30",13652,850,16.0611764705882
13380,"2012-01-30",13712,1130,12.1345132743363
13381,"2012-01-30",18718,1441,12.9895905621096
13382,"2012-01-30",19754,1477,13.3744075829384
13383,"2012-01-30",41663,242,172.161157024793
13384,"2012-01-30",16067,1324,12.1351963746224
13385,"2012-01-30",13970,1354,10.3175775480059
13402,"2012-01-30",7659,940,8.14787234042553
13403,"2012-01-30",9873,1105,8.93484162895928
13405,"2012-01-30",3248,1160,2.8
13406,"2012-01-30",0,1,0
13407,"2012-01-30",4909,1697,2.89275191514437
13414,"2012-01-30",0,1,0
13416,"2012-01-30",5018,1409,3.56139105748758
13426,"2012-01-30",31844,283,112.52296819788
13428,"2012-01-30",9174,479,19.1524008350731
13429,"2012-01-30",12408,781,15.887323943662
13432,"2012-01-30",5760,989,5.82406471183013
13433,"2012-01-30",3705,1181,3.13717188823031
13438,"2012-01-30",18786,1189,15.7998317914214
13439,"2012-01-30",25039,920,27.2163043478261
13443,"2012-01-30",11118,1633,6.80832823025107
13444,"2012-01-30",8807,1821,4.83635365183965
13446,"2012-01-30",0,1,0
13453,"2012-01-30",7795,150,51.9666666666667
13458,"2012-01-30",19067,403,47.3126550868486
13461,"2012-01-30",95803,782,122.510230179028
13463,"2012-01-30",485187,1530,317.11568627451
13464,"2012-01-30",0,1,0
13467,"2012-01-30",95724,305,313.849180327869
13482,"2012-01-30",13300,1316,10.1063829787234
13499,"2012-01-30",0,1,0
13515,"2012-01-30",16520,1719,9.61023851076207
13520,"2012-01-30",46277,693,66.7777777777778
13526,"2012-01-30",16974,1150,14.76
13527,"2012-01-30",37052,953,38.8793284365163
13528,"2012-01-30",113879,1693,67.264619019492
13531,"2012-01-30",26265,1288,20.3920807453416
13532,"2012-01-30",52319,1523,34.3525935653316
13533,"2012-01-30",10345,971,10.653964984552
13535,"2012-01-30",0,1,0
13537,"2012-01-30",0,1,0
13550,"2012-01-30",0,1,0
13554,"2012-01-30",0,1,0
13556,"2012-01-30",141887,133,1066.81954887218
13561,"2012-01-30",7394,480,15.4041666666667
13571,"2012-01-30",13315,347,38.371757925072
13574,"2012-01-30",3708,1341,2.76510067114094
13582,"2012-01-30",23314,1245,18.7261044176707
13594,"2012-01-30",9309,3,3103
13595,"2012-01-30",33287,1665,19.9921921921922
13596,"2012-01-30",66422,1665,39.8930930930931
13600,"2012-01-30",12666,990,12.7939393939394
13604,"2012-01-30",26285,814,32.2911547911548
13611,"2012-01-30",13251,1707,7.76274165202109
13615,"2012-01-30",97955,569,172.152899824253
13627,"2012-01-30",9009,760,11.8539473684211
13628,"2012-01-30",4746,220,21.5727272727273
13629,"2012-01-30",10637,376,28.2898936170213
13633,"2012-01-30",15370,1189,12.9268292682927
13637,"2012-01-30",26367,1429,18.4513645906228
13643,"2012-01-30",29090,1019,28.5475956820412
13644,"2012-01-30",67093,1159,57.8886971527179
13645,"2012-01-30",15533,1073,14.4762348555452
13650,"2012-01-30",5215,530,9.83962264150943
13651,"2012-01-30",8008,1121,7.14362176628011
13653,"2012-01-30",27790,1768,15.7183257918552
13658,"2012-01-30",14267,589,24.2224108658744
13663,"2012-01-30",9286,1241,7.48267526188558
13664,"2012-01-30",0,1,0
13666,"2012-01-30",5903,150,39.3533333333333
13684,"2012-01-30",30719,1431,21.4668064290706
13685,"2012-01-30",14691,126,116.595238095238
13688,"2012-01-30",10028,713,14.0645161290323
13781,"2012-01-30",33666,245,137.412244897959
13782,"2012-01-30",28303,1595,17.7448275862069
13790,"2012-01-30",19320,1001,19.3006993006993
13792,"2012-01-30",18420,931,19.7851772287863
13796,"2012-01-30",21429,1047,20.4670487106017
13797,"2012-01-30",28273,1311,21.5659801678108
13805,"2012-01-30",24678,597,41.3366834170854
13890,"2012-01-30",31763,881,36.0533484676504
13892,"2012-01-30",74745,932,80.1984978540773
13893,"2012-01-30",0,1,0
13894,"2012-01-30",0,1,0
13917,"2012-01-30",0,1,0
