"product","date","revenue","units","price"
8207,"2011-10-03",0,1,0
8214,"2011-10-03",0,1,0
8231,"2011-10-03",3677,1105,3.32760180995475
8246,"2011-10-03",0,1,0
8288,"2011-10-03",0,1,0
8348,"2011-10-03",3663,1090,3.3605504587156
8421,"2011-10-03",0,1,0
8478,"2011-10-03",0,1,0
8504,"2011-10-03",0,1,0
8642,"2011-10-03",67237,489,137.498977505112
8676,"2011-10-03",28704,1409,20.3718949609652
8717,"2011-10-03",8557,502,17.0458167330677
8789,"2011-10-03",175735,361,486.80055401662
8842,"2011-10-03",4899,1205,4.0655601659751
9097,"2011-10-03",36381,1127,32.2812777284827
9257,"2011-10-03",20865,250,83.46
9318,"2011-10-03",0,1,0
9362,"2011-10-03",4250,2,2125
9442,"2011-10-03",0,1,0
9453,"2011-10-03",0,1,0
9686,"2011-10-03",0,1,0
9711,"2011-10-03",22470,2,11235
9932,"2011-10-03",21822,1038,21.0231213872832
10020,"2011-10-03",0,1,0
10230,"2011-10-03",215988,1185,182.26835443038
10233,"2011-10-03",140564,903,155.66334440753
10255,"2011-10-03",0,1,0
10316,"2011-10-03",0,1,0
10448,"2011-10-03",0,1,0
10511,"2011-10-03",5900,2,2950
10524,"2011-10-03",0,1,0
10653,"2011-10-03",0,1,0
10772,"2011-10-03",0,1,0
10810,"2011-10-03",0,1,0
11004,"2011-10-03",6090,1073,5.67567567567568
11270,"2011-10-03",0,1,0
11271,"2011-10-03",0,1,0
11379,"2011-10-03",43511,263,165.441064638783
11434,"2011-10-03",0,1,0
11486,"2011-10-03",0,1,0
11600,"2011-10-03",0,1,0
11613,"2011-10-03",0,1,0
11637,"2011-10-03",0,1,0
11652,"2011-10-03",0,1,0
11655,"2011-10-03",11278,1341,8.41014168530947
11750,"2011-10-03",0,1,0
11789,"2011-10-03",0,1,0
11805,"2011-10-03",1872,2,936
11822,"2011-10-03",0,1,0
11825,"2011-10-03",18016,1546,11.653298835705
11827,"2011-10-03",0,1,0
11834,"2011-10-03",0,1,0
11889,"2011-10-03",0,1,0
11961,"2011-10-03",0,1,0
11971,"2011-10-03",41021,1598,25.6702127659574
11975,"2011-10-03",6135,648,9.46759259259259
12002,"2011-10-03",0,1,0
12006,"2011-10-03",4220,2,2110
12091,"2011-10-03",0,1,0
12166,"2011-10-03",0,1,0
12202,"2011-10-03",18020,1311,13.7452326468345
12223,"2011-10-03",0,1,0
12316,"2011-10-03",0,1,0
12400,"2011-10-03",6290,2,3145
12538,"2011-10-03",0,1,0
12600,"2011-10-03",0,1,0
12615,"2011-10-03",13573,1292,10.5054179566563
12670,"2011-10-03",17221,1472,11.6990489130435
12760,"2011-10-03",0,1,0
12807,"2011-10-03",0,1,0
12976,"2011-10-03",69097,1283,53.8558067030398
13062,"2011-10-03",10390,767,13.5462842242503
13079,"2011-10-03",4182,1579,2.64851171627612
13080,"2011-10-03",0,1,0
13082,"2011-10-03",0,1,0
13083,"2011-10-03",0,1,0
13084,"2011-10-03",10050,1160,8.66379310344828
13085,"2011-10-03",6061,1251,4.8449240607514
13086,"2011-10-03",13522,160,84.5125
13087,"2011-10-03",11657,143,81.5174825174825
13089,"2011-10-03",21493,853,25.1969519343494
13091,"2011-10-03",0,1,0
13092,"2011-10-03",0,1,0
13111,"2011-10-03",8572,987,8.68490374873354
13117,"2011-10-03",11502,1140,10.0894736842105
13118,"2011-10-03",8800,1503,5.85495675316035
13147,"2011-10-03",22272,1103,20.1922030825023
13150,"2011-10-03",9338,1330,7.02105263157895
13173,"2011-10-03",37345,751,49.7270306258322
13200,"2011-10-03",0,1,0
13201,"2011-10-03",2425,648,3.74228395061728
13210,"2011-10-03",14314,1216,11.7713815789474
13213,"2011-10-03",8585,502,17.101593625498
13216,"2011-10-03",0,1,0
13217,"2011-10-03",16608,1153,14.4041630529055
13225,"2011-10-03",8332,366,22.7650273224044
13235,"2011-10-03",18101,1368,13.2317251461988
13241,"2011-10-03",14597,815,17.9104294478528
13243,"2011-10-03",27423,1350,20.3133333333333
13244,"2011-10-03",9646,944,10.2182203389831
13259,"2011-10-03",17813,865,20.593063583815
13262,"2011-10-03",5118,1644,3.11313868613139
13263,"2011-10-03",0,1,0
13270,"2011-10-03",8004,1182,6.77157360406091
13273,"2011-10-03",13553,1148,11.8057491289199
13288,"2011-10-03",11088,1492,7.43163538873995
13290,"2011-10-03",11394,285,39.9789473684211
13294,"2011-10-03",17431,687,25.372634643377
13296,"2011-10-03",9198,243,37.8518518518519
13298,"2011-10-03",79891,821,97.3093788063337
13300,"2011-10-03",5821,1622,3.58877928483354
13301,"2011-10-03",8514,160,53.2125
13302,"2011-10-03",7251,1725,4.20347826086957
13304,"2011-10-03",36809,1547,23.7937944408533
13305,"2011-10-03",39594,1529,25.895356442119
13309,"2011-10-03",13127,1066,12.3142589118199
13311,"2011-10-03",13822,1147,12.050566695728
13313,"2011-10-03",10687,920,11.6163043478261
13314,"2011-10-03",24991,927,26.9590075512406
13315,"2011-10-03",58489,478,122.361924686192
13320,"2011-10-03",20276,941,21.5472901168969
13323,"2011-10-03",0,1,0
13325,"2011-10-03",0,1,0
13326,"2011-10-03",32432,931,34.8356605800215
13331,"2011-10-03",5576,459,12.1481481481481
13332,"2011-10-03",25757,1005,25.628855721393
13334,"2011-10-03",11678,915,12.7628415300546
13336,"2011-10-03",8735,648,13.4799382716049
13337,"2011-10-03",17615,1556,11.3206940874036
13344,"2011-10-03",26593,754,35.2692307692308
13347,"2011-10-03",0,1,0
13349,"2011-10-03",10129,694,14.5951008645533
13359,"2011-10-03",15433,732,21.0833333333333
13362,"2011-10-03",1920,648,2.96296296296296
13364,"2011-10-03",42299,1550,27.2896774193548
13367,"2011-10-03",2836,299,9.48494983277592
13370,"2011-10-03",0,1,0
13374,"2011-10-03",8495,805,10.5527950310559
13380,"2011-10-03",13560,1129,12.0106288751107
13381,"2011-10-03",17119,1350,12.6807407407407
13382,"2011-10-03",19755,1450,13.6241379310345
13383,"2011-10-03",32734,134,244.283582089552
13384,"2011-10-03",13016,1221,10.6601146601147
13385,"2011-10-03",15573,1410,11.0446808510638
13402,"2011-10-03",7715,887,8.6978579481398
13403,"2011-10-03",8683,1038,8.36512524084778
13405,"2011-10-03",3565,1398,2.55007153075823
13406,"2011-10-03",0,1,0
13407,"2011-10-03",5446,1745,3.12091690544413
13414,"2011-10-03",0,1,0
13416,"2011-10-03",3107,1160,2.67844827586207
13426,"2011-10-03",37482,473,79.2431289640592
13428,"2011-10-03",10207,415,24.5951807228916
13429,"2011-10-03",11119,365,30.4630136986301
13432,"2011-10-03",7047,577,12.2131715771231
13433,"2011-10-03",7840,727,10.7840440165062
13438,"2011-10-03",19219,1238,15.5242326332795
13439,"2011-10-03",24478,1015,24.1162561576355
13443,"2011-10-03",16263,251,64.792828685259
13444,"2011-10-03",10023,969,10.343653250774
13446,"2011-10-03",13990,2,6995
13453,"2011-10-03",6046,1755,3.44501424501424
13458,"2011-10-03",30248,953,31.7397691500525
13461,"2011-10-03",85910,749,114.699599465955
13463,"2011-10-03",498988,1551,321.720180528691
13464,"2011-10-03",82040,1556,52.7249357326478
13467,"2011-10-03",67392,250,269.568
13482,"2011-10-03",17324,1503,11.5262807717898
13499,"2011-10-03",0,1,0
13515,"2011-10-03",15916,1770,8.99209039548023
13520,"2011-10-03",39656,553,71.7106690777577
13526,"2011-10-03",18125,1403,12.9187455452602
13527,"2011-10-03",29168,931,31.3297529538131
13528,"2011-10-03",93977,1524,61.6646981627297
13531,"2011-10-03",24763,1319,18.7740712661107
13532,"2011-10-03",52590,1609,32.6848974518334
13533,"2011-10-03",13147,1243,10.5768302493966
13535,"2011-10-03",0,1,0
13537,"2011-10-03",0,1,0
13550,"2011-10-03",0,1,0
13554,"2011-10-03",0,1,0
13556,"2011-10-03",124235,68,1826.98529411765
13561,"2011-10-03",8580,626,13.7060702875399
13571,"2011-10-03",11350,263,43.1558935361217
13574,"2011-10-03",5460,839,6.507747318236
13582,"2011-10-03",22679,1224,18.5285947712418
13594,"2011-10-03",15859,1503,10.5515635395875
13595,"2011-10-03",24021,1665,14.427027027027
13596,"2011-10-03",89438,1181,75.7307366638442
13600,"2011-10-03",15453,1431,10.7987421383648
13604,"2011-10-03",53225,887,60.0056369785795
13611,"2011-10-03",9271,1525,6.07934426229508
13615,"2011-10-03",91945,656,140.16006097561
13627,"2011-10-03",6409,445,14.4022471910112
13628,"2011-10-03",3841,52,73.8653846153846
13629,"2011-10-03",8835,322,27.4378881987578
13633,"2011-10-03",12559,976,12.8678278688525
13637,"2011-10-03",26946,1434,18.7907949790795
13643,"2011-10-03",27370,1032,26.5213178294574
13644,"2011-10-03",69064,1228,56.2410423452769
13645,"2011-10-03",15658,990,15.8161616161616
13650,"2011-10-03",5210,525,9.92380952380952
13651,"2011-10-03",5702,924,6.17099567099567
13653,"2011-10-03",30508,1808,16.8738938053097
13658,"2011-10-03",13003,366,35.5273224043716
13663,"2011-10-03",8011,1129,7.09565987599646
13664,"2011-10-03",0,1,0
13666,"2011-10-03",8264,792,10.4343434343434
13684,"2011-10-03",27457,1376,19.9542151162791
13685,"2011-10-03",13418,108,124.240740740741
13688,"2011-10-03",9806,782,12.539641943734
13781,"2011-10-03",33125,321,103.193146417445
13782,"2011-10-03",23655,1361,17.3806024981631
13790,"2011-10-03",19713,1130,17.4451327433628
13792,"2011-10-03",19374,1080,17.9388888888889
13796,"2011-10-03",25596,1281,19.9812646370023
13797,"2011-10-03",37016,1551,23.865892972276
13805,"2011-10-03",27748,415,66.8626506024096
13890,"2011-10-03",29650,687,43.1586608442504
13892,"2011-10-03",63009,916,68.7871179039301
13893,"2011-10-03",0,1,0
13894,"2011-10-03",0,1,0
13917,"2011-10-03",0,1,0
13930,"2011-10-03",18420,1256,14.6656050955414
13931,"2011-10-03",50105,1524,32.8772965879265
13934,"2011-10-03",47447,807,58.7942998760843
13935,"2011-10-03",224325,399,562.218045112782
13936,"2011-10-03",96218,815,118.058895705521
13938,"2011-10-03",89378,177,504.960451977401
13940,"2011-10-03",79027,7,11289.5714285714
14105,"2011-10-03",0,1,0
14128,"2011-10-03",0,1,0
14193,"2011-10-03",0,1,0
14339,"2011-10-03",0,1,0
14365,"2011-10-03",0,1,0
14371,"2011-10-03",0,1,0
14427,"2011-10-03",0,1,0
14453,"2011-10-03",9278,1353,6.85735402808574
14521,"2011-10-03",0,1,0
14618,"2011-10-03",0,1,0
14821,"2011-10-03",0,1,0
14835,"2011-10-03",0,1,0
14840,"2011-10-03",5295,940,5.63297872340426
15071,"2011-10-03",6014,1801,3.33925596890616
15096,"2011-10-03",16680,1376,12.1220930232558
15159,"2011-10-03",41229,1336,30.8600299401198
15209,"2011-10-03",24826,708,35.0649717514124
15218,"2011-10-03",0,1,0
15229,"2011-10-03",3707,1556,2.38239074550129
15281,"2011-10-03",0,1,0
15285,"2011-10-03",34979,667,52.4422788605697
15358,"2011-10-03",17506,1314,13.3226788432268
15575,"2011-10-03",10242,1014,10.1005917159763
15649,"2011-10-03",29667,1793,16.5460122699387
15735,"2011-10-03",14873,440,33.8022727272727
15766,"2011-10-03",8763,1589,5.51478917558213
15840,"2011-10-03",4711,24,196.291666666667
15953,"2011-10-03",25776,1329,19.3950338600451
15982,"2011-10-03",8308,745,11.151677852349
16025,"2011-10-03",4705,535,8.79439252336449
16183,"2011-10-03",0,1,0
16353,"2011-10-03",106033,340,311.861764705882
16626,"2011-10-03",0,1,0
16717,"2011-10-03",0,1,0
16738,"2011-10-03",0,1,0
16761,"2011-10-03",30974,1169,26.4961505560308
16892,"2011-10-03",3952,1736,2.27649769585253
16902,"2011-10-03",3546,1755,2.02051282051282
16909,"2011-10-03",7883,1330,5.92706766917293
17153,"2011-10-03",70273,13,5405.61538461538
17158,"2011-10-03",15100,2,7550
17341,"2011-10-03",26529,887,29.9086809470124
17342,"2011-10-03",0,1,0
17356,"2011-10-03",3888,251,15.4900398406375
17370,"2011-10-03",15897,1766,9.00169875424689
17598,"2011-10-03",3413,41,83.2439024390244
17752,"2011-10-03",0,1,0
17790,"2011-10-03",0,1,0
17876,"2011-10-03",123288,1725,71.4713043478261
17960,"2011-10-03",15051,1398,10.7660944206009
17970,"2011-10-03",12075,1387,8.70583994232156
17989,"2011-10-03",0,1,0
18079,"2011-10-03",0,1,0
18105,"2011-10-03",4674,415,11.2626506024096
18164,"2011-10-03",32023,1140,28.090350877193
18214,"2011-10-03",0,1,0
18223,"2011-10-03",11788,814,14.4815724815725
18375,"2011-10-03",9331,859,10.8626309662398
18416,"2011-10-03",0,1,0
859,"2011-10-10",31000,1014,30.5719921104536
863,"2011-10-10",0,1,0
869,"2011-10-10",7944,597,13.3065326633166
871,"2011-10-10",76000,1038,73.2177263969171
880,"2011-10-10",36000,535,67.2897196261682
881,"2011-10-10",11000,1556,7.0694087403599
883,"2011-10-10",7620,97,78.5567010309278
890,"2011-10-10",6770,648,10.4475308641975
892,"2011-10-10",13361,479,27.8935281837161
893,"2011-10-10",4075,97,42.0103092783505
894,"2011-10-10",5659,535,10.5775700934579
959,"2011-10-10",0,1,0
963,"2011-10-10",0,1,0
969,"2011-10-10",0,1,0
971,"2011-10-10",0,1,0
980,"2011-10-10",0,1,0
981,"2011-10-10",0,1,0
983,"2011-10-10",0,1,0
990,"2011-10-10",0,1,0
992,"2011-10-10",0,1,0
993,"2011-10-10",0,1,0
994,"2011-10-10",0,1,0
1799,"2011-10-10",6160,1054,5.84440227703985
1800,"2011-10-10",5575,1054,5.28937381404175
1802,"2011-10-10",11316,1579,7.16656111462951
2022,"2011-10-10",19219,615,31.250406504065
2031,"2011-10-10",0,1,0
2060,"2011-10-10",0,1,0
2080,"2011-10-10",0,1,0
2083,"2011-10-10",0,1,0
2155,"2011-10-10",0,1,0
2186,"2011-10-10",0,1,0
2250,"2011-10-10",4880,2,2440
2261,"2011-10-10",0,1,0
2286,"2011-10-10",6072,1365,4.44835164835165
2332,"2011-10-10",10277,1119,9.18409294012511
2342,"2011-10-10",11926,745,16.0080536912752
2371,"2011-10-10",0,1,0
2394,"2011-10-10",19287,1622,11.8908754623921
2673,"2011-10-10",0,1,0
2692,"2011-10-10",12978,1341,9.67785234899329
2810,"2011-10-10",2703,3,901
2825,"2011-10-10",0,1,0
2897,"2011-10-10",2300,2,1150
3004,"2011-10-10",17940,1536,11.6796875
3005,"2011-10-10",37399,502,74.5
3006,"2011-10-10",24465,1677,14.5885509838998
3031,"2011-10-10",112996,683,165.440702781845
3130,"2011-10-10",101388,737,137.568521031208
3207,"2011-10-10",28112,1828,15.3785557986871
3278,"2011-10-10",18437,754,24.4522546419098
3384,"2011-10-10",0,1,0
3428,"2011-10-10",7990,550,14.5272727272727
3431,"2011-10-10",7299,135,54.0666666666667
3432,"2011-10-10",9834,330,29.8
3437,"2011-10-10",2703,940,2.87553191489362
3451,"2011-10-10",0,1,0
3518,"2011-10-10",0,1,0
3547,"2011-10-10",0,1,0
3707,"2011-10-10",0,1,0
3738,"2011-10-10",13111,1365,9.6051282051282
3768,"2011-10-10",2992,285,10.4982456140351
3822,"2011-10-10",14571,1353,10.7694013303769
3841,"2011-10-10",32179,650,49.5061538461538
3982,"2011-10-10",2394,90,26.6
4058,"2011-10-10",10509,621,16.9227053140097
4145,"2011-10-10",0,1,0
4216,"2011-10-10",0,1,0
4329,"2011-10-10",0,1,0
4376,"2011-10-10",2849,90,31.6555555555556
4402,"2011-10-10",2137,1774,1.20462232243517
4404,"2011-10-10",1827,1038,1.76011560693642
4413,"2011-10-10",3216,204,15.7647058823529
4445,"2011-10-10",2228,1365,1.63223443223443
4620,"2011-10-10",0,1,0
4636,"2011-10-10",0,1,0
4652,"2011-10-10",3379,220,15.3590909090909
5034,"2011-10-10",18420,550,33.4909090909091
5097,"2011-10-10",0,1,0
5106,"2011-10-10",0,1,0
5204,"2011-10-10",69279,737,94.0013568521031
5239,"2011-10-10",0,1,0
5257,"2011-10-10",9585,989,9.69160768452983
5277,"2011-10-10",0,1,0
5309,"2011-10-10",12398,1073,11.5545200372787
5328,"2011-10-10",0,1,0
5429,"2011-10-10",0,1,0
5434,"2011-10-10",18451,1697,10.8727165586329
5545,"2011-10-10",9071,1054,8.60626185958254
5546,"2011-10-10",12850,1291,9.95352439969016
5587,"2011-10-10",0,1,0
5621,"2011-10-10",11247,814,13.8169533169533
5694,"2011-10-10",0,1,0
5770,"2011-10-10",0,1,0
5802,"2011-10-10",25703,181,142.005524861878
5805,"2011-10-10",44881,797,56.3124215809285
5828,"2011-10-10",35897,1316,27.2773556231003
5855,"2011-10-10",192979,318,606.852201257862
5928,"2011-10-10",0,1,0
5933,"2011-10-10",4405,1291,3.41208365608056
5942,"2011-10-10",6652,445,14.9483146067416
5950,"2011-10-10",2900,1181,2.45554614733277
5977,"2011-10-10",23410,1644,14.2396593673966
5980,"2011-10-10",41350,1520,27.2039473684211
5981,"2011-10-10",43266,1368,31.6271929824561
5982,"2011-10-10",62559,1530,40.8882352941176
5984,"2011-10-10",47370,1611,29.4040968342644
5985,"2011-10-10",160947,625,257.5152
5987,"2011-10-10",22151,243,91.156378600823
5989,"2011-10-10",64835,1427,45.4344779257183
5992,"2011-10-10",25863,174,148.637931034483
5995,"2011-10-10",0,1,0
5996,"2011-10-10",12375,306,40.4411764705882
6009,"2011-10-10",4005,781,5.1280409731114
6010,"2011-10-10",5929,1353,4.38211382113821
6011,"2011-10-10",0,1,0
6014,"2011-10-10",19449,662,29.3791540785498
6015,"2011-10-10",20896,781,26.7554417413572
6018,"2011-10-10",20435,800,25.54375
6019,"2011-10-10",25773,1120,23.0116071428571
6022,"2011-10-10",0,1,0
6023,"2011-10-10",0,1,0
6024,"2011-10-10",0,1,0
6025,"2011-10-10",47437,1508,31.4568965517241
6026,"2011-10-10",44496,1645,27.0492401215805
6032,"2011-10-10",13573,990,13.710101010101
6050,"2011-10-10",33578,997,33.679037111334
6060,"2011-10-10",12485,1579,7.90690310322989
6063,"2011-10-10",35631,416,85.6514423076923
6064,"2011-10-10",20185,98,205.969387755102
6065,"2011-10-10",13236,311,42.5594855305466
6066,"2011-10-10",47195,1616,29.2048267326733
6075,"2011-10-10",17882,1431,12.4961565338924
6076,"2011-10-10",29317,1039,28.2165543792108
6078,"2011-10-10",0,1,0
6079,"2011-10-10",7363,1042,7.06621880998081
6081,"2011-10-10",38797,1851,20.9600216099406
6082,"2011-10-10",30584,1153,26.5255854293148
6083,"2011-10-10",20035,1144,17.5131118881119
6088,"2011-10-10",0,1,0
6090,"2011-10-10",0,1,0
6124,"2011-10-10",71747,1434,50.0327754532775
6126,"2011-10-10",29632,1345,22.0312267657993
6127,"2011-10-10",55104,1114,49.4649910233393
6130,"2011-10-10",66337,1501,44.1952031978681
6136,"2011-10-10",31198,437,71.3913043478261
6145,"2011-10-10",5890,2,2945
6146,"2011-10-10",3533,1329,2.65838976674191
6149,"2011-10-10",6563,828,7.92632850241546
6152,"2011-10-10",0,1,0
6160,"2011-10-10",0,1,0
6169,"2011-10-10",14178,1353,10.4789356984479
6176,"2011-10-10",10837,352,30.7869318181818
6179,"2011-10-10",0,1,0
6210,"2011-10-10",8024,225,35.6622222222222
6221,"2011-10-10",90468,504,179.5
6235,"2011-10-10",0,1,0
6249,"2011-10-10",5214,1677,3.10912343470483
6253,"2011-10-10",0,1,0
6270,"2011-10-10",9276,1387,6.68781542898342
6279,"2011-10-10",0,1,0
6296,"2011-10-10",13208,1349,9.79095626389918
6297,"2011-10-10",12425,1389,8.94528437724982
6298,"2011-10-10",11183,1247,8.96792301523657
6299,"2011-10-10",11493,1221,9.41277641277641
6300,"2011-10-10",9977,1210,8.24545454545455
6301,"2011-10-10",9525,1102,8.64337568058076
6302,"2011-10-10",3092,1223,2.52820932134096
6303,"2011-10-10",0,1,0
6304,"2011-10-10",0,1,0
6305,"2011-10-10",0,1,0
6306,"2011-10-10",21287,1280,16.63046875
6308,"2011-10-10",9230,1090,8.46788990825688
6309,"2011-10-10",7872,415,18.9686746987952
6312,"2011-10-10",18030,267,67.5280898876404
6313,"2011-10-10",10830,1251,8.65707434052758
6316,"2011-10-10",4707,1767,2.66383701188455
6317,"2011-10-10",7464,126,59.2380952380952
6318,"2011-10-10",0,1,0
6365,"2011-10-10",0,1,0
6504,"2011-10-10",0,1,0
6643,"2011-10-10",0,1,0
6675,"2011-10-10",0,1,0
6706,"2011-10-10",7861,1398,5.62303290414878
6709,"2011-10-10",0,1,0
6761,"2011-10-10",16148,143,112.923076923077
6799,"2011-10-10",0,1,0
6808,"2011-10-10",11860,1536,7.72135416666667
6814,"2011-10-10",13405,1633,8.20881812614819
6818,"2011-10-10",11401,1557,7.32241490044958
6882,"2011-10-10",0,1,0
6932,"2011-10-10",0,1,0
6969,"2011-10-10",0,1,0
6971,"2011-10-10",9384,143,65.6223776223776
7165,"2011-10-10",34772,1420,24.487323943662
7198,"2011-10-10",17514,634,27.6246056782334
7270,"2011-10-10",0,1,0
7327,"2011-10-10",0,1,0
7489,"2011-10-10",0,1,0
7769,"2011-10-10",9399,1821,5.16144975288303
7770,"2011-10-10",31638,1237,25.5763945028294
7800,"2011-10-10",31926,1326,24.0769230769231
7916,"2011-10-10",0,1,0
7979,"2011-10-10",24801,772,32.1256476683938
7994,"2011-10-10",82280,787,104.548919949174
8033,"2011-10-10",101739,50,2034.78
8035,"2011-10-10",41112,1202,34.2029950083195
8098,"2011-10-10",14470,337,42.9376854599407
8123,"2011-10-10",3778,1766,2.13929784824462
8153,"2011-10-10",33993,1540,22.0733766233766
8188,"2011-10-10",18072,1730,10.4462427745665
8207,"2011-10-10",0,1,0
8214,"2011-10-10",0,1,0
8231,"2011-10-10",5370,1140,4.71052631578947
8246,"2011-10-10",0,1,0
8288,"2011-10-10",0,1,0
8348,"2011-10-10",2941,814,3.61302211302211
8421,"2011-10-10",0,1,0
8478,"2011-10-10",0,1,0
8504,"2011-10-10",0,1,0
8642,"2011-10-10",72091,680,106.016176470588
8676,"2011-10-10",28205,1316,21.4323708206687
8717,"2011-10-10",7154,373,19.1796246648794
8789,"2011-10-10",138049,167,826.640718562874
8842,"2011-10-10",7590,1420,5.34507042253521
9097,"2011-10-10",30824,1040,29.6384615384615
9257,"2011-10-10",20808,649,32.0616332819723
9318,"2011-10-10",0,1,0
9362,"2011-10-10",0,1,0
9442,"2011-10-10",0,1,0
9453,"2011-10-10",0,1,0
9686,"2011-10-10",0,1,0
9711,"2011-10-10",0,1,0
9932,"2011-10-10",21822,1330,16.4075187969925
10020,"2011-10-10",0,1,0
10230,"2011-10-10",197436,1077,183.320334261838
10233,"2011-10-10",119896,726,165.146005509642
10255,"2011-10-10",0,1,0
10316,"2011-10-10",0,1,0
10448,"2011-10-10",0,1,0
10511,"2011-10-10",0,1,0
10524,"2011-10-10",7660,2,3830
10653,"2011-10-10",0,1,0
10772,"2011-10-10",0,1,0
10810,"2011-10-10",0,1,0
11004,"2011-10-10",5434,887,6.12626832018038
11270,"2011-10-10",0,1,0
11271,"2011-10-10",0,1,0
11379,"2011-10-10",38055,32,1189.21875
11434,"2011-10-10",0,1,0
11486,"2011-10-10",0,1,0
11600,"2011-10-10",0,1,0
11613,"2011-10-10",0,1,0
11637,"2011-10-10",0,1,0
11652,"2011-10-10",0,1,0
11655,"2011-10-10",12257,1536,7.97981770833333
11750,"2011-10-10",0,1,0
11789,"2011-10-10",0,1,0
11805,"2011-10-10",3744,648,5.77777777777778
11822,"2011-10-10",0,1,0
11825,"2011-10-10",19158,1589,12.0566393958464
11827,"2011-10-10",0,1,0
11834,"2011-10-10",0,1,0
11889,"2011-10-10",0,1,0
11961,"2011-10-10",0,1,0
11971,"2011-10-10",36882,1512,24.3928571428571
11975,"2011-10-10",6290,648,9.70679012345679
12002,"2011-10-10",0,1,0
12006,"2011-10-10",4220,2,2110
12091,"2011-10-10",0,1,0
12166,"2011-10-10",1110,2,555
12202,"2011-10-10",11596,964,12.0290456431535
12223,"2011-10-10",0,1,0
12316,"2011-10-10",0,1,0
12400,"2011-10-10",0,1,0
12538,"2011-10-10",0,1,0
12600,"2011-10-10",0,1,0
12615,"2011-10-10",12258,1249,9.8142514011209
12670,"2011-10-10",15050,1358,11.0824742268041
12760,"2011-10-10",0,1,0
12807,"2011-10-10",0,1,0
12976,"2011-10-10",57722,1247,46.2886928628709
13062,"2011-10-10",12426,931,13.3469387755102
13079,"2011-10-10",3866,1387,2.78731074260995
13080,"2011-10-10",0,1,0
13082,"2011-10-10",0,1,0
13083,"2011-10-10",0,1,0
13084,"2011-10-10",7983,1280,6.23671875
13085,"2011-10-10",7459,1828,4.08041575492341
13086,"2011-10-10",11693,81,144.358024691358
13087,"2011-10-10",12661,296,42.7736486486486
13089,"2011-10-10",17804,887,20.0721533258174
13091,"2011-10-10",5550,2,2775
13092,"2011-10-10",0,1,0
13111,"2011-10-10",8243,964,8.55082987551867
13117,"2011-10-10",15077,1105,13.6443438914027
13118,"2011-10-10",8087,1305,6.19693486590038
13147,"2011-10-10",22813,1051,21.7059942911513
13150,"2011-10-10",10385,1420,7.31338028169014
13173,"2011-10-10",35982,710,50.6788732394366
13200,"2011-10-10",2400,2,1200
13201,"2011-10-10",2460,2,1230
13210,"2011-10-10",12496,1097,11.3910665451231
13213,"2011-10-10",8570,471,18.1953290870488
13216,"2011-10-10",0,1,0
13217,"2011-10-10",15483,1097,14.1139471285324
13225,"2011-10-10",7595,251,30.2589641434263
13235,"2011-10-10",16700,1278,13.0672926447574
13241,"2011-10-10",14542,760,19.1342105263158
13243,"2011-10-10",25590,1281,19.9765807962529
13244,"2011-10-10",10896,1035,10.5275362318841
13259,"2011-10-10",17010,678,25.0884955752212
13262,"2011-10-10",7553,41,184.219512195122
13263,"2011-10-10",0,1,0
13270,"2011-10-10",9358,1182,7.917089678511
13273,"2011-10-10",12114,1080,11.2166666666667
13288,"2011-10-10",8846,1251,7.07114308553157
13290,"2011-10-10",9560,90,106.222222222222
13294,"2011-10-10",17292,582,29.7113402061856
13296,"2011-10-10",7869,1784,4.41087443946188
13298,"2011-10-10",73329,779,94.1322207958922
13300,"2011-10-10",6272,1557,4.02825947334618
13301,"2011-10-10",9752,220,44.3272727272727
13302,"2011-10-10",7512,1655,4.53897280966767
13304,"2011-10-10",33058,1499,22.0533689126084
13305,"2011-10-10",37857,1476,25.6483739837398
13309,"2011-10-10",10818,1021,10.5954946131244
13311,"2011-10-10",10071,922,10.9229934924078
13313,"2011-10-10",8846,767,11.5332464146023
13314,"2011-10-10",25390,881,28.8195232690125
13315,"2011-10-10",45549,274,166.237226277372
13320,"2011-10-10",22795,1046,21.7925430210325
13323,"2011-10-10",0,1,0
13325,"2011-10-10",0,1,0
13326,"2011-10-10",29259,883,33.1359003397508
13331,"2011-10-10",4562,322,14.167701863354
13332,"2011-10-10",21604,845,25.5668639053254
13334,"2011-10-10",19686,556,35.4064748201439
13336,"2011-10-10",9363,989,9.46713852376138
13337,"2011-10-10",27985,97,288.505154639175
13344,"2011-10-10",28405,741,38.3333333333333
13347,"2011-10-10",0,1,0
13349,"2011-10-10",9038,491,18.4073319755601
13359,"2011-10-10",15024,703,21.371266002845
13362,"2011-10-10",960,2,480
13364,"2011-10-10",41904,1532,27.3524804177546
13367,"2011-10-10",2751,41,67.0975609756098
13370,"2011-10-10",0,1,0
13374,"2011-10-10",8583,788,10.8921319796954
13380,"2011-10-10",11228,988,11.3643724696356
13381,"2011-10-10",14312,1276,11.2163009404389
13382,"2011-10-10",16169,1360,11.8889705882353
13383,"2011-10-10",30697,47,653.127659574468
13384,"2011-10-10",13101,1183,11.0743871513102
13385,"2011-10-10",14878,1367,10.8836869056328
13402,"2011-10-10",9527,940,10.1351063829787
13403,"2011-10-10",7839,649,12.0785824345146
